,index,date,region,hotel,review_positive
8661,47593,2020-11-01,강원도,호텔 인터불고 원주,위치는 한적했습니다 원주가 큰 편은 아니라 모두 차로 쉽게 왔다갔다 할 수 있었습니다 아이와 함께 하기에 스탠다드 온돌룸이 괜찮았습니다 아이 둘이 있는 네 가족에겐 좀 좁을 것 같습니다 이불 상태와 난방 상태가 좋았습니다 물도 넉넉했습니다
8662,47594,2020-10-01,강원도,호텔 인터불고 원주,"넓은 방, 골프장 뷰 좋습니다!"
8663,47595,2020-09-01,강원도,호텔 인터불고 원주,위치가 시내랑 멀리 떨어지지 않은 곳이라 좋았구  옆에 탁트인 골프장뷰라서 좋았습니다 어매니티나 수압도 좋았어요~ 특히 가격이 저렴해서 좋았는데 코로나 때문인지는 모르겠네용
8664,47596,2020-08-01,강원도,호텔 인터불고 원주,코로나 잘 이겨 내세요.
8665,47597,2020-07-01,강원도,호텔 인터불고 원주,넓고 쾌적 9홀 골프장과 연습장 보유
8666,47598,2020-06-01,강원도,호텔 인터불고 원주,위치가 좋음
8667,47599,2020-06-01,강원도,호텔 인터불고 원주,가성비가 최고지요. 그렇다고 절대 쳐지는 수준 아니고... 사우나가 참 좋더군요. 초록의 필드를 보면서 더운물에 몸을 담그면 피로가 확 날아갑니다👍👍👍
8668,47600,2020-06-01,강원도,호텔 인터불고 원주,깔끔하고 골프장이 바로 앞이라 좋음
8669,47601,2020-06-01,강원도,호텔 인터불고 원주,위치가 좋았어요
8670,47637,2021-12-01,강원도,호텔 인터불고 원주,청결하고 조용한 점
8671,47638,2021-12-01,강원도,호텔 인터불고 원주,"가격대비 위치 및 청결도, 조식이 괜찮았습니다. 원주 아파트 입주점검 때문에 방문했는데 아주 편안하게 쉬고 갔습니다. 년식이 오래 됬다고 해도 10년전 가격 수준으로 매우 잘 쉬다 갑니다. 조식도 만족스러웠어요."
8672,47639,2021-12-01,강원도,호텔 인터불고 원주,"고지대 있어서 경관 좋음, 청소 상태는 깨끗, 로비가 어마무시하게 넓음."
8673,47640,2021-11-01,강원도,호텔 인터불고 원주,아침식사 좋았구요 과일도 많아서 좋았습니다.  하지만 음식의 종류는 조금  적었던것 같습니다.
8674,47641,2021-10-01,강원도,호텔 인터불고 원주,깔끔한게좋았아요 붐비지 않고 조용한 점 시내에서 인접한점이 좋았어요
8675,47642,2021-10-01,강원도,호텔 인터불고 원주,조용하고 편안한 분위기 좋았습니다.
8676,47643,2021-09-01,강원도,호텔 인터불고 원주,뷰가  최고였어요.
8677,47644,2021-09-01,강원도,호텔 인터불고 원주,없음
8678,47645,2021-08-01,강원도,호텔 인터불고 원주,"도심과 아주 가까우며 접근성이 좋앗습니다. 주변 골프장이 있고,  조용한 분위기 입니다."
8679,47646,2021-07-01,강원도,호텔 인터불고 원주,"메인은 접시째 서빙해주셔서 감사해요, 뷔페식과 섞여있어서 좋아요."
8680,47647,2021-05-01,강원도,호텔 인터불고 원주,조용하고 골프장쪽 객실이라 산이 보여서 더좋았어요 오래된 건물이라 걱정했는데 청결상태도 괜찮았어요
8681,47648,2021-05-01,강원도,호텔 인터불고 원주,현관쪽 공사중이라 출입구안내가 제대로 되어있지 않았음. 전선이 늘어져있어서 위헝하게 느꼈음.
8682,47649,2021-05-01,강원도,호텔 인터불고 원주,없슴
8683,47650,2021-05-01,강원도,호텔 인터불고 원주,예약과 확인이 금방되었습니다.
8684,47651,2021-05-01,강원도,호텔 인터불고 원주,좋았던건 욕조있는 객실을 원했는데 비용지불을 안했다는것. 샤워가운과 실내화 추가요청해 받았는데 금액을 안추가하셨습니다.
8685,47652,2021-04-01,강원도,호텔 인터불고 원주,3인 이 잘수 있는 방이 있어 좋았음
8686,47653,2021-03-01,강원도,호텔 인터불고 원주,가성비 괜춘
8687,47654,2020-10-01,강원도,호텔 인터불고 원주,직원분들이 적극적으로 고객의 입장에서 불편함을 해결해 주었습니다. 숙소도 널찍해서 출장에서 오는 피로가 객실에 있는 그 자체만으로도 어느 정도 풀렸습니다. 프론트쪽에 있는 조각과 꽃들도 휴식을 느낄 수 있게 해 주었습니다.
8688,47655,2020-10-01,강원도,호텔 인터불고 원주,"위치는 좋은데, 방 청소가 엉망임."
8689,47656,2020-10-01,강원도,호텔 인터불고 원주,가격이 저렴해요. 예전에 없던 편의점이 로비에 생겼어요
8690,47657,2020-07-01,강원도,호텔 인터불고 원주,골프장이 옆에있어서 편리하고 뷰도 좋았어요
8691,47658,2020-07-01,강원도,호텔 인터불고 원주,기대 이상으로 만족했습니다.
8692,47659,2020-06-01,강원도,호텔 인터불고 원주,"위치 좋고, 주차장 넓고, 방 넓고 깨끗해요~^^"
8693,47660,2020-06-01,강원도,호텔 인터불고 원주,대체적으로 쾌적했으나 바닥 카펫이 더러웠음
8694,47661,2020-06-01,강원도,호텔 인터불고 원주,깨끗하고 좋아요
8695,47662,2020-06-01,강원도,호텔 인터불고 원주,"조용하고, 직원 친철하고, 골프장 뷰가 좋았습니다. 코로나로 인하여 아침식사를 제공하지 않는 점이 아쉬웠습니다."
8696,47663,2020-03-01,강원도,호텔 인터불고 원주,없음 최악임
8697,47694,2021-10-01,강원도,호텔 인터불고 원주,"침대가 약간 흔들려요, 그리고 텔레비젼 소리가 너무 울려요."
8698,47695,2021-05-01,강원도,호텔 인터불고 원주,"리모델링으로 투숙객이 없어서 조용했으나, 층간소음은 있네요"
8699,47696,2020-12-01,강원도,호텔 인터불고 원주,호텔
8700,47697,2020-06-01,강원도,호텔 인터불고 원주,가격 저렴 피트니스사우나 시설 매우 좋음
8701,47705,2021-03-01,강원도,호텔 인터불고 원주,좋은위치 가성비도 좋았구요
8702,47848,2021-12-01,강원도,금강산 콘도 속초,뷰맛집입니다 오래되었지만시설이깨끗합니다
8703,47849,2021-12-01,강원도,금강산 콘도 속초,"위치 : 지도를 보면 알수있듯이 좋습니다. 물론 처음 콘도가 생긴이후에 다른 숙소들이  아래쪽으로 생겼지만 현 위치로만 보면 좋습니다. 딱 거기까지입니다. 비용면에서 보면 가성비는 없습니다.  위치를 제외하고는 좋았던 점을 찾으려해도 딱히 없네요.  객실 리모델링이 오픈이후에 했을거라 생각은 들지만, 워낙 객실수가 많으면 전체 리모델링은 현실적으로 불가능하죠. 그래서 객실이 오래되었다는 느낌이 든다라는 말이 나온다고 봅니다.  바닷가쪽과 산쪽의 숙소비용에 찿이가 있는게 과연 현실적인가?!라는 의문이 들기도 합니다. 저녁늦게 도착해서 다음날 아침에 떠난다면 굳이 바닷가쪽이 필요없기도 하니 말이죠."
8704,47850,2021-11-01,강원도,금강산 콘도 속초,가격대비 좋았습니다  관광하기 좋은 위치에 있어 이동이 편했어요
8705,47851,2021-10-01,강원도,금강산 콘도 속초,아침 식사는 생각보다 맛있었고 위치도 좋았음
8706,47852,2021-10-01,강원도,금강산 콘도 속초,위치는 매우 좋음 늦게 체크인해서 바닷가 쪽 객실은 아니었지만  나중에 다시 갈 의사 있음
8707,47853,2021-09-01,강원도,금강산 콘도 속초,조용하고 오래된 건물이라 청결이 걱정스러웠는데 깨끗하게 리모델링해서 편안하게 잤습니다.
8708,47854,2021-08-01,강원도,금강산 콘도 속초,매우 낡은시설과 침대가 아닌 온돌로 불편함.
8709,47855,2021-07-01,강원도,금강산 콘도 속초,바다가 바로 앞이라 너무 좋았어요
8710,47856,2021-06-01,강원도,금강산 콘도 속초,통일전망대 가기가 편함
8711,47857,2021-06-01,강원도,금강산 콘도 속초,위치 너무 좋고 해안가가 얕아 아이들 물놀이 하기에 최고에요
8712,47858,2021-06-01,강원도,금강산 콘도 속초,통일안보공원과 근접 교통편이 양호
8713,47859,2021-06-01,강원도,금강산 콘도 속초,방에서 바다를 바라볼수 있어서 좋았습니다
8714,47860,2021-05-01,강원도,금강산 콘도 속초,경치가 모든 단점을 눈감아주게 만드는 곳이랄까요..^^
8715,47861,2021-04-01,강원도,금강산 콘도 속초,뷰는 진짜 좋아요. 바다가 가깝다는 점도 장점이예요. 아침에 일어나서 바다 보러 나갈 필요 없이 커텐만 걷으면 해뜨는거 다보여요.
8716,47862,2021-04-01,강원도,금강산 콘도 속초,경치가 최고임
8717,47863,2021-04-01,강원도,금강산 콘도 속초,도착했을때 방이 따뜻하고 준비가 정돈된 느낌이였다. 전망이 예술이다.
8718,47864,2021-03-01,강원도,금강산 콘도 속초,넓어 좋았어요
8719,47865,2021-01-01,강원도,금강산 콘도 속초,텔레비젼을 수리 했음
8720,47866,2020-10-01,강원도,금강산 콘도 속초,좋은뷰
8721,47867,2020-06-01,강원도,금강산 콘도 속초,경치
8722,47868,2020-06-01,강원도,금강산 콘도 속초,위치...짱
8723,47869,2020-06-01,강원도,금강산 콘도 속초,"위치 및 경관은 좋았으나 코로나로 인한 통일전망대, DMZ 입장 불가 등은 아쉬움이 남습니다."
8724,47870,2020-04-01,강원도,금강산 콘도 속초,해변 경치가 좋았슴
8725,47871,2020-05-01,강원도,금강산 콘도 속초,"한적한 바닷가 너무 좋았어요 시설은 노후 됐지만, 나름 괜찮았어요"
8726,47872,2020-03-01,강원도,금강산 콘도 속초,바다를 바라보는 뷰
8727,47874,2021-12-01,강원도,금강산 콘도 속초,2번째 이용합니다  위치도 좋고 가격도 적당하고 덕분에 2021년 마지막  잘 보냈습니다  감사합니다
8728,47875,2021-11-01,강원도,금강산 콘도 속초,바다뷰가 최고 입니다
8729,47876,2021-11-01,강원도,금강산 콘도 속초,"시설이 너무 노후 되었고,  청결  하지 못했던것이 아쉬웠읍ㄴ다"
8730,47877,2021-10-01,강원도,금강산 콘도 속초,위치만 좋았습니다
8731,47878,2021-09-01,강원도,금강산 콘도 속초,"위치가 매우 좋음 전용해변, 전경 아름다움."
8732,47879,2021-08-01,강원도,금강산 콘도 속초,가성비위주라면 추천
8733,47880,2021-08-01,강원도,금강산 콘도 속초,전망도 좋았고 모든면이 편안했어요 너무 좋았고 다음에도 갈 예정이에요~ 가족들도 만족했고 아이도 편하게 뛰어 놀아서좋았고 바닷가앞이라서 수영도 편하게 즐겁게했어요.
8734,47881,2021-08-01,강원도,금강산 콘도 속초,바다소리가 들리는 숙소. 단 바다뷰에 한함. 저흰 바다뷰 다차서 산뷰에 바다소리만 듣고 왔습니다. 수압 굉장히 쎔.뜨거운물은 잘나옴.
8735,47882,2021-08-01,강원도,금강산 콘도 속초,마차진해변앞
8736,47883,2021-07-01,강원도,금강산 콘도 속초,완벽한 위치(해변과 가까움)
8737,47884,2021-07-01,강원도,금강산 콘도 속초,비치룸이어서  위치가 짱 바다도 너무 이쁘고 가깝고 ᆢ
8738,47885,2021-07-01,강원도,금강산 콘도 속초,해수욕장바로앞
8739,47886,2021-07-01,강원도,금강산 콘도 속초,방이 청결하지 않고 직원들이 불친절함
8740,47887,2021-07-01,강원도,금강산 콘도 속초,없음
8741,47888,2021-07-01,강원도,금강산 콘도 속초,통일전망대 관광을 위한 장소로는 적격입 니다
8742,47889,2021-07-01,강원도,금강산 콘도 속초,"마차진해변 씨뷰~물놀이즐기기에는 최적입니다. 오래된 숙소라 낡은 시설빼고는 바다접근, 휴식,레저 다 좋았어요"
8743,47890,2021-06-01,강원도,금강산 콘도 속초,없음
8744,47891,2021-05-01,강원도,금강산 콘도 속초,지하 1층에 있는 직영 식당이 생각보다 너무 맛있어서 깜짝 놀랐어요 ㅎㅎ  2박 이상 부킹해서인지? 아니면 원래 서비스인지는 모르겠으나 체크인시 식당 쿠폰도 하나 주셔서 좋았어요.
8745,47892,2021-05-01,강원도,금강산 콘도 속초,위치와 경치는 정말 최고~👍 숙소앞이 바로해변이어서 정말하루종일 오고가며 놀수있어요^^ 고성이라 물도 너무 깨끗해요~
8746,47893,2021-04-01,강원도,금강산 콘도 속초,가성비 최고 바다뷰 최고 조용하고 한적 새로운 여행장소 발견
8747,47894,2021-03-01,강원도,금강산 콘도 속초,가성비 대비 좋았어요. 위치도 좋아요
8748,47895,2021-04-01,강원도,금강산 콘도 속초,뷰가 너무좋아서 다시 가고싶어요  가성비는 최고입니다
8749,47896,2021-03-01,강원도,금강산 콘도 속초,바다가 잘보임 뷰만 좋음
8750,47897,2021-02-01,강원도,금강산 콘도 속초,없음
8751,47898,2020-12-01,강원도,금강산 콘도 속초,침대 벼게에 여성 머리카락 너무 많음
8752,47899,2020-12-01,강원도,금강산 콘도 속초,바닷가풍경 숙소는 아침 해돋이를 방에서 직접볼수 있어서 좋았습니다
8753,47900,2020-10-01,강원도,금강산 콘도 속초,경치가 뛰어나며 조용해서 좋았습니다.
8754,47901,2020-09-01,강원도,금강산 콘도 속초,틔인 전망에 비록 하룻밤이었지만 편안히 잘 쉬었습니다
8755,47902,2020-08-01,강원도,금강산 콘도 속초,낮에 외출 후 밤에 들어오니 출입문이 열려있어 깜짝 놀람. 분명 문닫고 갔음. cctv확인하려 했으나 밤늦고 애들이 무서워해 그만둠. 연휴 마지막 날 밤이라 문잠그고 잠. 분실물은 없었음.
8756,47903,2020-07-01,강원도,금강산 콘도 속초,숙소 바로 앞에 해수욕하기 좋은 해변이 있어 좋았습니다. 애들 놀기에는 정말 최고!! 바다 전망도 좋아요~
8757,47904,2020-07-01,강원도,금강산 콘도 속초,가성비가 좋음 아이들 물놀이하기 좋음(해변이 꺽여있어 파도가 잔잔함)
8758,47905,2020-07-01,강원도,금강산 콘도 속초,"깨끗한 해변, 맑은물, 아이들과 놀기좋은^^ 프라이빗 해변 넘 좋아요"
8759,47906,2020-06-01,강원도,금강산 콘도 속초,"지저분하고 시끄럽고 복잡한거 좋아하고, 불편한거 좋아하시는분들은 아주 만족할 숙박입니다. 인프라도 못갖춰놓고 단체손님을 받아서 금욜밤 만실이었는데 이인간들 극우단체멤버들인데 상당수가 마스크도 안쓰고 다닙니다. 또 일단 엘베기다리려면 기본 20분.  가격이 아무리 저렴하지만 이건 아니네요."
8760,47907,2020-06-01,강원도,금강산 콘도 속초,위치는 괜찮았습니다.
8761,47908,2020-05-01,강원도,금강산 콘도 속초,오래되서 낡은 콘도여서 기대는 크지 않았지만 객실과 거실이 넓고 기본적인것은 낡았지만 어느정도 쓸만한 수준이였습니다 바다와 가까와 접근성이 좋습니다
8762,47909,2020-04-01,강원도,금강산 콘도 속초,"바다뷰는 평일은 일만원, 주말은 이만원 추가 더라고요. 돈 추가해서라도 바다뷰로 하세요.  시설은 아쉽지만 바다 배경 넘 멋져요"
8763,47910,2020-04-01,강원도,금강산 콘도 속초,바다 앞 위치
8764,47911,2020-04-01,강원도,금강산 콘도 속초,뷰는 좋음
8765,47912,2020-03-01,강원도,금강산 콘도 속초,잠자리 바다뷰가 환상이였어요. 또한 백사장도 객실 사람들로 분비지않고 깨끗하여 좋았습니다. 시간이 허락되면 또방문 하려합니다
8766,47913,2020-03-01,강원도,금강산 콘도 속초,바다 조망 좋아요.
8767,47917,2021-12-01,강원도,금강산 콘도 속초,바닷가 바로 앞 바다가 좋습니다
8768,47918,2021-09-01,강원도,금강산 콘도 속초,뷰가 좋았으나 그것도 만원 추가로 ~~~
8769,47919,2021-07-01,강원도,금강산 콘도 속초,바다가 가깝다
8770,47920,2020-04-01,강원도,금강산 콘도 속초,바다전망은1만원추가받음  침구셋트 불결  방안상태 불결
8771,47978,2021-06-01,강원도,원주호텔 이쁘다,저렴함과 청결함. 스타일러
8772,47979,2021-10-01,강원도,원주호텔 이쁘다,아빠와 같이갔었는데 제방은 핑크핑크하고 엄청 귀엽고 무슨 만화 방 같아서 인테리어는 마음에 들었습니다. 물론 방이 생각보다 엄청 작기는 했지만요. 아빠방은 근데 걍 모텔 느낌. 방마다 스타일러가 있어서 그다음날 면접 보러 갈때 입을 옷에 주름필수있어서 좋았습니다.
8773,47980,2021-07-01,강원도,원주호텔 이쁘다,번화가에서 가까움.
8774,47981,2021-06-01,강원도,원주호텔 이쁘다,직원들의 친절도와 커피쿠폰
8775,47998,2021-09-01,강원도,현진 관광 호텔,"예상보다 넓은 객실과 바다 전망으로 인해 여행의 피로했던 마음이 시원했습니다. 호텔 옆에 호텔과 연결되는 주차타워가 별도로 있어,  대부분 건물내 주차장의 좁은 주차 램프로 이용이 어려운 대형 차량의 주차 편의성이 아주 좋았습니다. 또한 저렴한 금액의 조식 부페를 이용할 수 있어 가장 흡족한 호텔 선택이었다고 생각합니다."
8776,47999,2022-02-01,강원도,현진 관광 호텔,쾌적한 실내환경과 청결도가 매우 만족스러움
8777,48000,2022-01-01,강원도,현진 관광 호텔,아침식사는 다양하고 샐러드도 신선했어요.
8778,48001,2022-01-01,강원도,현진 관광 호텔,"맛 있어요...조용하고, 친절했어요.."
8779,48002,2022-01-01,강원도,현진 관광 호텔,넓었음
8780,48003,2021-10-01,강원도,현진 관광 호텔,동해 바다 일출을 볼수 있는 방 . 좋았습니다
8781,48004,2021-12-01,강원도,현진 관광 호텔,티비가 안나왔는데 바로 조치를 취해주시는 신속하고 친절한 부분
8782,48005,2021-12-01,강원도,현진 관광 호텔,조식 좋아요
8783,48006,2021-12-01,강원도,현진 관광 호텔,"침대, 욕실 등 관리가 잘 되어 깨끗하고 조식도 맛있고 좋았어요!"
8784,48007,2021-12-01,강원도,현진 관광 호텔,가성비가 좋았어요
8785,48008,2021-12-01,강원도,현진 관광 호텔,방이 넓고 침대도 편해서 편히 쉴수가 있었어요. 13층 스카이라운지에 중식당이 있어 저렴한가격에 이용했어요.
8786,48009,2021-12-01,강원도,현진 관광 호텔,가성비좋고 깨끗했습니다~
8787,48010,2021-11-01,강원도,현진 관광 호텔,방이 넓고 깔끔했다. 침대는 편안했고 욕조가 있는게 좋았다. 주차장도 널널했다. 근처에 편의점 종류별로 다 있는 것도 좋았다.
8788,48011,2021-11-01,강원도,현진 관광 호텔,"시설이 깨끗하고, 직원들이 친절해요 바다전망 선택했더니, 일출, 월출 모두 볼 수 있었어요"
8789,48012,2021-11-01,강원도,현진 관광 호텔,"위치 굿, 가성비 갑, 청결 굿"
8790,48013,2021-10-01,강원도,현진 관광 호텔,다시한번 가보고 싶어요~
8791,48014,2021-11-01,강원도,현진 관광 호텔,가성비 최고의 숙소입니다
8792,48015,2021-09-01,강원도,현진 관광 호텔,욕조 짱 방도 넓고 분위기도 좋아용 커풀방 강추 또 가고싶어요
8793,48016,2021-11-01,강원도,현진 관광 호텔,좋았어요
8794,48017,2021-11-01,강원도,현진 관광 호텔,가성비  좋아요 전에도 묵었던 곳이라 택했는데 방도 업글 시켜주셔서 고맙습니다
8795,48018,2021-09-01,강원도,현진 관광 호텔,방이 넓직하고 전망이 좋았음  위치도 괞찮은 편이고 교통이 편리한 곳에 위치하여 여기저기 다니기가 유리했음 조용하여 전혀 소음이 없었음
8796,48019,2021-10-01,강원도,현진 관광 호텔,집사람이 아침식사를 했는데 품격보다는 가성비가 나쁘지 아니한 것으로 말했슴.
8797,48020,2021-10-01,강원도,현진 관광 호텔,깨끗해요bbbbb
8798,48021,2021-10-01,강원도,현진 관광 호텔,"룸 크기가 커서 좋았습니다. 바닷가쪽에 아파트가 정면에 있는 점은 아쉽지만, 바다 풍광을 보는데는 문제 없습니다. 주차장도 잘 갖춰져서 어려움 없었습니다."
8799,48022,2021-10-01,강원도,현진 관광 호텔,"깨끗하고 가격대비 룸도 넓어서, 매우 만족하고 다음에도 애용하고 싶습니다"
8800,48023,2021-09-01,강원도,현진 관광 호텔,가성비 좋은 숙소입니다. 조식도 괜찮았어요.
8801,48024,2021-10-01,강원도,현진 관광 호텔,조식이 좋았습니딘.
8802,48025,2021-10-01,강원도,현진 관광 호텔,아침 식사 꼭 추천  가성 비 좋고  위치도 좋음
8803,48026,2021-10-01,강원도,현진 관광 호텔,"후기가 좋은데는 이유가 있더라구요. 강원도 여행길에 묵기에 좋은 위치, 주차는 아주 편했고, 방이 크고 옷장도 크고 욕실도 크면서 욕조까지 있었습니다. 정말정말 만족했습니다."
8804,48027,2021-10-01,강원도,현진 관광 호텔,전체적으로 넓고 쾌적한 느낌이였어요. 밖으로 보이는 바다도 좋았고 깨끗한게 가장 좋았습니다.
8805,48028,2021-10-01,강원도,현진 관광 호텔,가성비가 좋고 위치도 해변근처라 좋음.  조식도 적당히 좋음
8806,48029,2021-10-01,강원도,현진 관광 호텔,완벽한 조식 메뉴였습니다. 모든게 너무 fresh 했습니다.
8807,48030,2021-10-01,강원도,현진 관광 호텔,조식이 가격대비 좋았어요. 메뉴가 지나치게 많거나 적지 않고 3성호텔(2급)임에도 4성호텔(1급) 조식 같이 느껴졌어요. 타워식 주차가 아니어서 주차하기 편했어요. 직원들도 서비스 응대가 빠르고 친절했어요. 아침에 호텔 객실에서 일출을 볼 수 있어요. 6층에서 숙박했는데 앞에 있는 아파트가 반 정도 바다를 가렸지만 일출을 보는데 지장은 없었어요. 12층 객실이면 아파트에 가려지는 부분이 없을 지도 모르겠어요. 동해에 숙박지구가 있는 것 같아요. 호텔들이 많이 있는데 이 중에서 현진관광호텔이 규모가 있는 호텔처럼 보였어요. 호텔 6층 프리미엄 바다뷰 객실에 투숙했는데 조용했습니다. 객실도 넓었어요.
8808,48031,2021-10-01,강원도,현진 관광 호텔,"조식이 가격대비 좋았어요. 너무 과하지도 않고 필요한 만큼 잘 제공했어요. 주차도 여유있게 잘했어요.  동해시에 숙박지구가 있는 것 같았어요. 호텔들이 밀집해 있는데, 규모가 큰 편에 속하는 것 같아요. 바다뷰를 선택하면 객실에서 일출을 볼 수 있습니다. 6층 바다전망 객실에 투숙했는데, 아파트가 바다뷰를 반 쯤 가렸어요. 12층에 투숙하면 전망이 가려지지 않을 지도 모르겠어요."
8809,48032,2021-09-01,강원도,현진 관광 호텔,"전반적으로 3성급 호텔치고 만족합니다. 시설도 깨끗한 편이고, 베개가 불편한거 빼고는 침대도 편했습니다. 직원들은 컴플레인에 대한 응대도 빠르고 친절했습니다."
8810,48033,2021-09-01,강원도,현진 관광 호텔,"방이 매우 넓고, 바다 방면 방은 일출은 물론 월출까지 감상할 수 있어 감동적이었습니다. 시간이 녹아 있는 중후한 인테리어 아주 잘 즐길 수 있었습니다."
