Date,Region,Hotel,room_type,Score,Title,review_positive,review_negative
2021년 8월,부산,오션 더 포인트 호텔,"
패밀리룸 - 바다 전망
",10,"
강력 추천
","조식이 매우 깔끔하고 좋았습니다. 조식을 먹을 수 있는 로비도 전망이 아주 좋았어요. 잠자리에 예민한 친구들과 함께였는데, 침구도 아주 만족스러워했습니다.","화장실이 살짝 미끌미끌한 것 같았습니다. 소독약으로 청소하고 나면 그런 경우도 있는 것 같아서, 크게 불편하지는 않았습니다."
2021년 7월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",5.0,"
편하게 묵고가요.
",광안리 해변이랑 가까워요,ㅠㅠ 옆방 윗방 소리가 다 들려서 힘들었어요.
2021년 6월,부산,오션 더 포인트 호텔,"
디럭스 더블룸 - 바다의 측면 전망 
",3.0,"
나쁨
",가뜩이나 방음도 안 좋은데 시끄럽게 떠드는 다른 여행객 때문에 잠을 설침. 지배인에게 조치 부탁했으나 답변 없었고 상황도 변함없었음. 침대 시트 문제 있었는지 몸이 간지러워 이불을 깔고 잠.,가뜩이나 방음도 안 좋은데 시끄럽게 떠드는 다른 여행객 때문에 잠을 설침. 지배인에게 조치 부탁했으나 답변 없었고 상황도 변함없었음. 침대 시트 문제 있었는지 몸이 간지러워 이불을 깔고 잠.
2021년 6월,부산,오션 더 포인트 호텔,"
더블룸 - 발코니 및 바다 전망
",10,"
경치 위치 좋은 호텔
",숙소에서 바다뷰는 측면뷰이긴 하지만 로비에서 보는 뷰는 광안리가 잘 보이고 좋아요 아침 조식도 해결 가능하고 위치도 좋아서 이동하기 편해요 칙원분들조 친절 굿굿,
2021년 6월,부산,오션 더 포인트 호텔,"
수페리어 트윈룸 - 바다 전망
",10,"
다시 묵고 싶은 호텔
",방문하자마자 라운지에서 보이는 오션뷰가 너무 좋아서 기대했는데 객실 들어가고 나서는 더 좋았어요~ 직원분들이 모두 친절하셔서 편하게 묵을 수 있었습니다. 조식은 먹을까말까 고민했는데 먹길 잘한 것 같네요,
2021년 6월,부산,오션 더 포인트 호텔,"
이그제큐티브 스위트룸 - 바다 전망
",10,"
가성비좋은 호텔!
",조식포함 가성비가 참 좋았고 뷰는 말해뭐하나요~ 비가와서 해변을 못가 아쉬웠는데 숙소뷰가 광안리해변을 한눈에 볼수있는곳이라 넘 좋았어요~ 에어드레서까지 있어 완전 만족! 조식은 2박하는동안 거의 비슷하게 나온거같아 그건 좀 아쉽..종류가 많진 않았지만 맛있어서 맛있게 잘먹었답니다~,객실이 로비층바로옆이라 그런지..저녁때는 숙소안이 다소 소음이 있어 좀 안조핬습니다.
2021년 6월,부산,오션 더 포인트 호텔,"
수페리어 트윈룸 - 바다 전망
",10,"
정말 멋진 바다 뷰 추천~
","바다뷰 너무 좋습니다
그리고 보통 호텔과 다르게 바닥이 장판이었던 점 정말 좋았어요
조식도 엄청 간단할거라고 생각했는데 기대이상이었고 도시락으로 포장해서 룸에서 식사도 가능해서 더 좋았습니다","커피가 맛이 없었어요ㅎ
그렇지만 커피숍은 아니라서 패스~~"
2021년 6월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",10,"
강력 추천
","깨끗하고 뷰도 좋았어요 !
가성비 최고였습니다 :)",
2021년 5월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",4.0,"
광안리 접근성 좋음
",조식은 그냥저냥 괜찮아요. 바다 보이는 위치는 좋습니다. 주변 다른 모텔 대비 깔끔한 편인것 같은데 호텔이라고 하기엔 좀...,"그냥 작은 모텔이에요. 광안리 바다 앞이라 그런지 저녁에 스포츠카 소리 때문에 좀 시끄러웠어요.
가성비 좋은지 모르겠어요. 그냥 좀 깔끔한 모텔 느낌입니다."
2021년 5월,부산,오션 더 포인트 호텔,"
수페리어 트윈룸 - 바다 전망
",10,"
강력 추천
","오션뷰 좋아요, 채광 좋아요",없습니다
2021년 4월,부산,오션 더 포인트 호텔,"
디럭스 더블룸 - 바다 전망
",6.0,"
만족
",위치가 줗고 직원분들의 소통이 좋았습니다.,방은 오션뷰로 잡았는데 바닥이 카펫바닥이 아니였던 점이 되게 실망스럽고 아쉬웠습니다. 날씨가 좋았음에도 불구하고 방이 카펫이 아니였기 때문에 살짝 추웠던 느낌을 들었습니다. 혼자 가실 불들은 그냥 일반 방을 잡는 게 나을 듯 합니다.
2021년 4월,부산,오션 더 포인트 호텔,"
수페리어 시티 트윈룸 - 욕조
",10,"
강력 추천
","위치, 조식, 청결 등 모두 좋았어요",
2021년 4월,부산,오션 더 포인트 호텔,"
패밀리룸 - 바다 전망
",10,"
강력 추천
",깨끗  직원분친절,창문쪽방음시설부족
2021년 4월,부산,오션 더 포인트 호텔,"
수페리어 트윈룸 - 바다 전망
",10,"
강력 추천
",진짜 바다뷰 하나보고 예약한건데 진짜 그거 하나만큼은 짱인듯👍👍👍 그리고 직원분들도 친절하고 조식도 정말 한국인 입맛ㅎㅎ 조아유!!!,방음이 1도 안됨...  옆방에서 이야기 하는소리 다 들림...
2021년 3월,부산,오션 더 포인트 호텔,"
이그제큐티브 스위트룸 - 바다 전망
",10,"
강력 추천
","새건물에
깔끔한디자인과
뷰가멋진 아름다운광안대교
그리고 안마기 대박 굿굿굿",없음
2021년 3월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",4.0,"
조식좋고, 주변환경좋지만, 청결도는 떨어짐
","조식이 맛있고, 직원이 친절함, 특히 광안리 해변이 보이고, 가까워서 놀고 쉬기 좋습니다.","청결도가 매우 떨어집니다. 특히, 어미니티를 확인을 잘 안하셨는지 남들이 사용하던 물건 그대로 들어있어서 기분이 매우 상했습니다. 또한, 청소를 부탁했는데 청소도 끝까지 확인하는 느낌이 강합니다. 청결도 신경써주세요."
2021년 3월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",10,"
강력 추천
",직원분들로 친절하셨고 조식도 넘 맛있었습니다 전망도 나름대로 좋아서 또 다시 가고싶습니다,
2021년 3월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",10,"
강력 추천
","직원 분의 미소와 친절.
객실 내부의 편안함.
멋진 바다 뷰",찾을 수가 없다.
2021년 3월,부산,오션 더 포인트 호텔,"
이그제큐티브 스위트룸 - 바다 전망
",10,"
강력 추천
","바다뷰굿
보편적으로 다좋았어요
숙소찾기가좀 애매했을뿐~~",조식은 그저그런듯~
2021년 2월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",10,"
멋진 하루였어요
",깨끗하고 넷플렉스도ㅠ볼수있어서 좋았어요 ㅋㅋ,없어요 가격대비 완전 10000%만족
2021년 3월,부산,오션 더 포인트 호텔,"
수페리어 시티 트윈룸 - 욕조
",10,"
깔끔, 친절
",친철 끝판왕,
2019년 6월,부산,오션 더 포인트 호텔,"
스탠다드 트윈룸
",10,"
강력 추천
","위치, 객실청결도, 직원서비스 모두 좋았음,
다음에 다시 한번 이용 계획임 .",없음.
2021년 7월,부산,오션 더 포인트 호텔,,9.0,"
최고
",조식포함이라 만족,
2021년 6월,부산,오션 더 포인트 호텔,,7.0,"
좋음
",주차 좋음,"방이 너무 작음
오션뷰 비추천
조식 비엔나소세지  게맛살 빼고
베이컨과 콩  요거트 포함시켜 주세요"
2021년 12월,부산,오션 더 포인트 호텔,,5.0,"
위치가 좋으나 더러움
",위치가 좋아요 뷰도 좋고,객실상태가 더러워요 냄새도 나요
2021년 8월,부산,오션 더 포인트 호텔,,6.0,"
만족
",넷플릭스를 TV로 볼 수 있음.,조식 퀄리티가 그닥 높진 않았다.
2022년 2월,부산,오션 더 포인트 호텔,"
디럭스 더블룸 - 바다의 측면 전망 
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 12월,부산,오션 더 포인트 호텔,"
수페리어 트윈룸 - 도시 전망
",7.0,"
좋음
",작성한 내용이 없습니다,
2021년 12월,부산,오션 더 포인트 호텔,"
디럭스 더블룸 - 바다의 측면 전망 
",9.0,"
최고
",작성한 내용이 없습니다,
2021년 11월,부산,오션 더 포인트 호텔,"
이그제큐티브 스위트룸 - 바다 전망
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 11월,부산,오션 더 포인트 호텔,"
디럭스 더블룸 - 바다의 측면 전망 
",7.0,"
좋음
",작성한 내용이 없습니다,
2021년 10월,부산,오션 더 포인트 호텔,"
수페리어 시티 트윈룸 - 욕조
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 11월,부산,오션 더 포인트 호텔,"
디럭스 더블룸 - 바다의 측면 전망 
",7.0,"
좋음
",작성한 내용이 없습니다,
2021년 10월,부산,오션 더 포인트 호텔,"
디럭스 더블룸 - 바다의 측면 전망 
",9.0,"
최고
",작성한 내용이 없습니다,
2021년 10월,부산,오션 더 포인트 호텔,"
수페리어 트윈룸 - 도시 전망
",7.0,"
좋음
",작성한 내용이 없습니다,
2021년 9월,부산,오션 더 포인트 호텔,"
이그제큐티브 스위트룸 - 바다 전망
",9.0,"
최고
",작성한 내용이 없습니다,
2021년 10월,부산,오션 더 포인트 호텔,"
수페리어 트윈룸 - 도시 전망
",7.0,"
좋음
",작성한 내용이 없습니다,
2021년 10월,부산,오션 더 포인트 호텔,"
디럭스 더블룸 - 바다의 측면 전망 
",9.0,"
최고
",작성한 내용이 없습니다,
2021년 10월,부산,오션 더 포인트 호텔,"
수페리어 트윈룸 - 바다 전망
",7.0,"
좋음
",작성한 내용이 없습니다,
2021년 9월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 9월,부산,오션 더 포인트 호텔,"
수페리어 시티 트윈룸 - 욕조
",9.0,"
최고
",작성한 내용이 없습니다,
2021년 8월,부산,오션 더 포인트 호텔,"
더블룸 - 발코니 및 바다 전망
",9.6,"
강력 추천
",작성한 내용이 없습니다,
2021년 8월,부산,오션 더 포인트 호텔,"
패밀리룸 - 바다 전망
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 7월,부산,오션 더 포인트 호텔,"
패밀리룸 - 바다 전망
",7.0,"
좋음
",작성한 내용이 없습니다,
2021년 6월,부산,오션 더 포인트 호텔,"
디럭스 더블룸 - 바다 전망
",9.0,"
최고
",작성한 내용이 없습니다,
2021년 7월,부산,오션 더 포인트 호텔,"
이그제큐티브 스위트룸 - 바다 전망
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 5월,부산,오션 더 포인트 호텔,"
수페리어 시티 트윈룸 - 욕조
",9.0,"
최고
",작성한 내용이 없습니다,
2021년 5월,부산,오션 더 포인트 호텔,"
패밀리룸 - 바다 전망
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 5월,부산,오션 더 포인트 호텔,"
더블룸 - 발코니 및 바다 전망
",9.0,"
최고
",작성한 내용이 없습니다,
2021년 3월,부산,오션 더 포인트 호텔,"
디럭스 더블룸 - 바다 전망
",9.0,"
최고
",작성한 내용이 없습니다,
2021년 4월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",7.0,"
좋음
",작성한 내용이 없습니다,
2021년 4월,부산,오션 더 포인트 호텔,"
더블룸 - 발코니 및 바다 전망
",7.0,"
좋음
",작성한 내용이 없습니다,
2021년 3월,부산,오션 더 포인트 호텔,"
이그제큐티브 스위트룸 - 바다 전망
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 2월,부산,오션 더 포인트 호텔,"
시그니처 스위트룸 - 바다 전망
",9.0,"
최고
",작성한 내용이 없습니다,
2022년 1월,부산,오션 더 포인트 호텔,"
디럭스 더블룸 - 바다의 측면 전망 
",5.0,"
그럭저럭
",작성한 내용이 없습니다,
2022년 1월,부산,오션 더 포인트 호텔,"
수페리어 트윈룸 - 도시 전망
",6.0,"
만족
",작성한 내용이 없습니다,
2022년 1월,부산,오션 더 포인트 호텔,"
디럭스 더블룸 - 바다의 측면 전망 
",10,"
강력 추천
",작성한 내용이 없습니다,
2021년 12월,부산,오션 더 포인트 호텔,"
수페리어 트윈룸 - 도시 전망
",10,"
강력 추천
",작성한 내용이 없습니다,
2021년 12월,부산,오션 더 포인트 호텔,"
디럭스 더블룸 - 바다의 측면 전망 
",5.0,"
그럭저럭
",작성한 내용이 없습니다,
2021년 11월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",10,"
강력 추천
",작성한 내용이 없습니다,
2021년 11월,부산,오션 더 포인트 호텔,"
수페리어 시티 트윈룸 - 욕조
",10,"
강력 추천
",작성한 내용이 없습니다,
2021년 10월,부산,오션 더 포인트 호텔,"
디럭스 더블룸 - 바다의 측면 전망 
",10,"
강력 추천
",작성한 내용이 없습니다,
2021년 10월,부산,오션 더 포인트 호텔,"
수페리어 트윈룸 - 바다 전망
",10,"
강력 추천
",작성한 내용이 없습니다,
2021년 8월,부산,오션 더 포인트 호텔,"
더블룸 - 발코니 및 바다 전망
",3.0,"
나쁨
",작성한 내용이 없습니다,
2021년 8월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",3.0,"
나쁨
",작성한 내용이 없습니다,
2021년 7월,부산,오션 더 포인트 호텔,"
더블룸 - 발코니 및 바다 전망
",10,"
강력 추천
",작성한 내용이 없습니다,
2021년 7월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",10,"
강력 추천
",작성한 내용이 없습니다,
2021년 6월,부산,오션 더 포인트 호텔,"
디럭스 더블룸 - 바다 전망
",10,"
강력 추천
",작성한 내용이 없습니다,
2021년 3월,부산,오션 더 포인트 호텔,"
더블룸 - 발코니 및 바다 전망
",6.0,"
만족
",작성한 내용이 없습니다,
2021년 6월,부산,오션 더 포인트 호텔,"
수페리어 트윈룸 - 바다 전망
",6.0,"
만족
",작성한 내용이 없습니다,
2021년 6월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",10,"
강력 추천
",작성한 내용이 없습니다,
2021년 6월,부산,오션 더 포인트 호텔,"
더블룸 - 발코니 및 바다 전망
",5.0,"
그럭저럭
",작성한 내용이 없습니다,
2021년 5월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",10,"
강력 추천
",작성한 내용이 없습니다,
2021년 4월,부산,오션 더 포인트 호텔,"
더블룸 - 발코니 및 바다 전망
",10,"
강력 추천
",작성한 내용이 없습니다,
2021년 4월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",10,"
강력 추천
",작성한 내용이 없습니다,
2021년 3월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",10,"
강력 추천
",작성한 내용이 없습니다,
2021년 2월,부산,오션 더 포인트 호텔,"
스탠다드 더블룸
",10,"
강력 추천
",작성한 내용이 없습니다,
2021년 11월,부산,오션 더 포인트 호텔,,9.0,"
최고
",작성한 내용이 없습니다,
2021년 9월,부산,오션 더 포인트 호텔,,8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 8월,부산,오션 더 포인트 호텔,,9.0,"
최고
",작성한 내용이 없습니다,
2021년 10월,부산,오션 더 포인트 호텔,,10,"
강력 추천
",작성한 내용이 없습니다,
2021년 9월,부산,오션 더 포인트 호텔,,3.0,"
나쁨
",작성한 내용이 없습니다,
,부산,오션 더 포인트 호텔,,,,,
,부산,오션 더 포인트 호텔,,,,,
,부산,오션 더 포인트 호텔,,,,,
,부산,오션 더 포인트 호텔,,,,,
2021년 2월,부산,KT&G 상상마당 부산 스테이,"
트윈룸 - 공용 화장실
",10,"
강력 추천
",깨끗하고 붐비지도 않아서 좋았음,아침에 샤워할때 차가운 물 나와서 추웠음
2022년 2월,부산,KT&G 상상마당 부산 스테이,"
트윈룸
",10,"
어지간한 호텔보다 좋아요!!!
","위치 너무 좋았어요~ 역에서 가까웠고요. 서면역 8번출구 인근 맛집이랑은 좀 거리가 있긴한데 걸어갈만해요. 부산에서 묵은 숙소 중 청결도가 제일 좋았어요. 직원 서비스도 어지간한 호텔보다 좋았고요. 가습기나 히터, 다이슨 에어랩을 빌려주는 서비스도 좋았어요. 마지막으로 에이스침대 짱짱!",아무래도 복합몰이라... 출입할때마다 접종완료 QR 찍는 게 귀찮았어요. ㅠㅠ 특히 흡연자인 동생은 자주 왔다 갔다 했는데 좀 귀찮았대요. 근데 뭐... 귀찮은 수준인거지 단점으로 보긴 어렵네요.
2022년 2월,부산,KT&G 상상마당 부산 스테이,"
싱글룸 - 공용 샤워 시설, 화장실
",9.0,"
친절하고 깨끗합니다
",깔끔하고 친절합니다,창가라서 난방되는데 시간이 좀 걸렸지만 직원이 이동난방기를 가져다주었습니다
2022년 1월,부산,KT&G 상상마당 부산 스테이,"
프리미엄 쿼드러플룸
",8.0,"
매우 좋음
",생각보다 청결하고 깔끔해서 좋았습니다.숙박비도 저렴하고 넘 만족했습니다.,밖이 넘 시끄러웠어요.오토바이 지나가는 소리가 넘 크게 들리고 옆방에서 떠든 소리가 좀 나긴했어요.
2022년 1월,부산,KT&G 상상마당 부산 스테이,"
트윈룸
",10,"
가성비를 뛰어 넘음 그냥 좋음 넓고 깨끗
","숙소 위치가 서면역에서 느리게 걸어서 10분 거리 밤에는 호객행위
하는 사람 많아서 좀 그런데 사람 아예 없는 것 보다 왁자지껄해서 위함하디 않은 느낌 
밑에는 카페 문구 소품 전시회까지 해서 숙소에서만 놀기 가능 
트윈룸 이렇게 넓은 곳 흔치 않음 비지니스 호텔로 치면 제일 넓은 느낌 
화장실도 엄청 넓고 비데 옆 포푸리 ㅠㅠ 이거 있는 곳 처음 아주 유용하게 쓰임 
직원들 친절 장점밖에 없음 가격도 저렴함",없음 가격이 크게 인상 되지 않는다면 웬만한 호텔보다 좋음
2022년 1월,부산,KT&G 상상마당 부산 스테이,"
싱글룸 - 공용 샤워 시설, 화장실
",10,"
강력 추천
",시설좋음. 직원분들 다 친절함,2층침대 계단이 수직형이라 올라가기 힘듬
2022년 1월,부산,KT&G 상상마당 부산 스테이,"
패밀리룸
",10,"
강력 추천
",너무 깨끗하고 편안했습니다~ 직원들도 친절하시고 지인들에게 추천하고 싶은 곳입니다.,
2022년 1월,부산,KT&G 상상마당 부산 스테이,"
디럭스 패밀리룸
",10,"
강력 추천
","후기를 보면 숙소근처가 번화가라 시끄럽다는 단점을 몇개봤는데
생각보다 조용해서 취침에 피해가 오지 않았습니다
냉/난방 시스템이 정말 잘되어있습니다 취침시간에 아주 따뜻하게 잘수 있었습니다
그리고 침구류는 제가 이용했던 숙박시설중에 가장 최고라고 할수 
있을거같습니다 이불은 다른 숙소처럼 무겁지 않은것이 장점입니다
침대도 에이스침대라 그런지 잠이 아주 잘 왔습니다
무엇보다 프론트 직원분들이 투숙객을 친절하게 응대해주셔서
기분좋은 여행이 되었던거 같습니다
냉장고안에 음료들이 다 무료제공인게 매우 놀라웠습니다","그냥 완벽 그 자체입니다
부산에 있는 그 어떠한 게스트하우스,모텔보다 가성비입니다
5성급 호텔 부럽지 않습니다"
2022년 1월,부산,KT&G 상상마당 부산 스테이,"
디럭스 패밀리룸
",10,"
강력 추천
","가성비 갑!!!
왠만한 호텔보다 깔끔하고 시설도 좋아요",
2022년 1월,부산,KT&G 상상마당 부산 스테이,"
프리미엄 쿼드러플룸
",10,"
가족여행으로 숙박하기에 최고의 장소~
","깨끗한 시설~~ 편안한 침대 ~~친절한 직원분들~~
위치도 좋았고~~ 
모든면에서 좋았습니다.
꼭 다시 오고 싶습니다. 가족 모두 만족합니다. ^^",없음
2022년 1월,부산,KT&G 상상마당 부산 스테이,"
트윈룸
",9.0,"
최고
","위치, 청결, 주변에 위치한 여러 시설들, 방음 잘 돼서 조용함",겨울에 놀러왔는데 많이 추움 히터 작동 시켜도 많이 따뜻해지지 않는듯... 그래도 장점이 커서 나중에 다시 이 숙소로 놀러갈듯
2022년 1월,부산,KT&G 상상마당 부산 스테이,"
싱글룸 - 공용 샤워 시설, 화장실
",10,"
강력 추천
",2차례 방키 때문에 의도치 않게  프론터 직원분  *민* 씨를 귀찮게 했는데.. 친절하게 두번 다 잘 처리해 주셨어요~ 도미토리라고 생각했었는데.. 개인실이라니!! 21개국 여행 경험이 있는 저에게 최고의 도미토리였다고 생각합니다~,굳이 말한다면.. 샤워실 배수가 좀 안됬다는거...
2022년 1월,부산,KT&G 상상마당 부산 스테이,"
싱글룸 - 공용 샤워 시설, 화장실
",10,"
강력 추천
",시설이 청결하고 깔끔했습니다. 또한 리셉션의 직원분들은 매우 친절하였습니다. 공용화장실과 공용샤워실을 사용함에 있어 불편함을 느끼진 못했습니다.,
2021년 12월,부산,KT&G 상상마당 부산 스테이,"
싱글룸 - 공용 샤워 시설, 화장실
",9.0,"
다음에 또 묵고 싶은 곳
","위치도 서면역 근처여서 좋았고 무엇보다도 시설이 정말 깨끗했습니다. 공용 화장실, 샤워실도 갈때마다 정돈되어 있고 항상 깨끗했습니다. 연말 평일에 묵어서 그런지 사람도 많지 않아서 편안하게 잘 묵었습니다. 1인실 크기도 딱 적당히 아담해서 아늑하고 좋았습니다. 건물에 구경할 거리들도 많아서 찬찬히 둘러봐도 시간 보내기 좋아요 :)",없습니다
2021년 10월,부산,KT&G 상상마당 부산 스테이,"
패밀리룸 - 공용 욕실
",9.0,"
최고
","매우청결하고 위치가 좋았다.
그리고 직원분들이 굉장히 친절함","저녁에 샤워했는데 하수구가 막힌건지, 물이 잘 내려가지 않음. 청소하시는 여사님들께서 세면대에서 청소걸래를 빠시는데 쫌 놀랬음.암튼 그 세면대에 먼지가 쌓에 세면대가 막혀보였음.."
2021년 12월,부산,KT&G 상상마당 부산 스테이,"
패밀리룸 - 공용 욕실
",10,"
이미 충분히 너무 완벽했고 재방문 의사 높습니다.
","방도 넓고 굉장히 깨끗했습니다. 침구류도 정말 깔끔하고 깨끗했고, 방 자체가 깔끔하게 잘 정돈되어 있고 청결도는 뭐 말할 것도 없습니다.
벌써 두 번째 방문이였고, 스테이하는 사람들만 들어올 수 있도록 중간 출입문이 따로 있는 것도 역시 너무 좋습니다.
지난 번에는 프라이빗 룸이라 공용화장실이나 샤워실도 걱정 되었지만 정말 깨끗했고, 넓직해서 사용하기에도 너무 좋았습니다.",방 안에 냉장고가 없다는게 조금 아쉬웠습니다. 아무래도 음료들은 주로 방 안에 많이 놓게 되는데 방 안에 냉장고가 없어서 항상 아침에 일어나면 찬 물도 미지근한 물이 되어있다는게 아쉬웠지만 이것 이 외에 다른 부족한 점은 단 하나도 없었습니다.
2021년 12월,부산,KT&G 상상마당 부산 스테이,"
트리플룸 - 공용 화장실
",10,"
강력 추천
",시설이 깔끔했어요 가성비가 좋습니다.,
2021년 12월,부산,KT&G 상상마당 부산 스테이,"
트윈룸 - 공용 화장실
",10,"
강력 추천
","주차공간. 위생상태 훌륭해요.. 쉐어룸 뜨거운물 너무 안나왔어요
홍삼물. 음료수 좋았습니다","쉐어룸은 금요일저녁 새벽2시에 술먹고 문쾅쾅 닫는사람 밤새도록 구역질하는사람(밤새도록20번은한것겉음) 소리지르는 사람...
진짜 역대급이더라고요...
사랑하는 소리도.. 복도에 울려퍼지고 참...ㅁ
숙소퀄리티에 비해서 유흥가여서 그런지 별 진상들이 다있어서 대학교엠티온지 알았습니다..
1층에.카페가 있긴 하지만 7층에 
에스프레소기 하나쯤 있으면 좋겠더라고요.. 
숙박시설이랑 청소상태 등은 진짜 훌륭해요 다만 조용히 있고싶은분은 프라이빗 룸을 추천합니다."
2021년 12월,부산,KT&G 상상마당 부산 스테이,"
싱글룸 - 공용 샤워 시설, 화장실
",9.0,"
최고
",깔끔한 인테리어와 편의시설,개별 난방 조절이 안되는 것이 아쉬움
2021년 12월,부산,KT&G 상상마당 부산 스테이,"
트윈룸
",9.0,"
최고
",숙소 주변 환경,숙소 주변 환경
2021년 10월,부산,KT&G 상상마당 부산 스테이,"
프리미엄 쿼드러플룸
",9.0,"
찐 가성비 호텔
","저렴한 가격대비 훌륭한 가성비였습니다.
다음에 또 올게요",없어용
2021년 11월,부산,KT&G 상상마당 부산 스테이,"
트윈룸 - 공용 화장실
",10,"
인싸숙소
",깨끗하고 잘 관리되어 있어 좋았어요.,딱히 없는데 주차공간이 부족함을 느껴요. 스테이 전용주차장이 필요한 듯 해요.
2021년 11월,부산,KT&G 상상마당 부산 스테이,"
더블룸
",8.0,"
가격대비 최고의 숙소
","위치도 서면역에서 가깝고 시설도 너무 깔끔해요. 
침대부터 수건, 가운까지 모든 제품에 다 만족했습니다. 
그리고 바디 드라이도 사용할수 있게 방마다 있어서 잘 사용했습니다. 다이슨도 카운터에서 말해서 대여해서 아침에 기분좋게 준비할수 있었어요.","숙소가 서면 중심부에 위치한것이 최고의 장점이자 
단점이 될수 있다고 생각해요. 
건물 밖 소음이 7층까지 좀 올라와서 잠자리가 많이 예민하신분이라면 불편하실수도 있어요. 하지만 가격과 위치를 생각하면 참을수 있습니다. 건물밖 소음 말고는 숙소내에서 소음은 전혀 없었습니다."
2021년 11월,부산,KT&G 상상마당 부산 스테이,"
트윈룸 - 공용 화장실
",10,"
강력 추천
",최고의 시설 최고의 경험 필수 이용 추천,
2021년 11월,부산,KT&G 상상마당 부산 스테이,"
트윈룸 - 공용 화장실
",10,"
강력 추천
",일단 위치가 너무 좋다는 장점이 있으며 침대나 침구류 청소 상태가 너무 좋았습니다. 공용 화장실 샤워실에 장점을 알게 되었는데 상당히 청소상태도 깔끔하고 좋았습니다.,아쉬웠던 점은 방이 조금 건조했다는 것 뿐 이외에는 없습니다.
2021년 11월,부산,KT&G 상상마당 부산 스테이,"
더블룸
",9.0,"
최고
",4층 라이브홀 공연보고 바로 올라와서 쉴 수 있어서 좋았습니다. 공연장 이용시 정말 최적의 숙소에요,프라이빗 객실 이용했는데 의자가 솔직히 너무 작네요 ㅜㅜ
2021년 10월,부산,KT&G 상상마당 부산 스테이,"
패밀리룸
",10,"
강력 추천
","급하게 알아본 숙소였는데, 완전 만족함. 방도 넓고 오픈한지 얼마 안되서 그런지 방의 상태, 구조, 시설, 구비물품 모두 최고였음. 냉장고에 비치된 음료수도 피로를 풀기에 좋았음. 공용시설도 주방, 업무테이블, 오락기 등이 있어서 유용했음.",에어컨 온도를 너무 낮게 강하게 틀어놓아서 너무 추웠음. 공기업이라도 적정온도 유지하며 전력낭비하지 않았으면 함.
2021년 10월,부산,KT&G 상상마당 부산 스테이,"
트윈룸 - 공용 화장실
",10,"
강력 추천
",정말 너무 깨끗했고 서비스도 훌륭했습니다. 이중보안으로 안전하고 좋아요.,
2021년 9월,부산,KT&G 상상마당 부산 스테이,"
트리플룸 - 공용 화장실
",10,"
강력 추천
","깔끔한 방, 편리한 편의 시설, 욕실 및 화장실은 바깥으로 분리되어있지만 그럼에도 무척이나 위생적이며 샤워 시설의 경우 개별적으로 구분되어있어 무척 좋아보였음.",
2021년 10월,부산,KT&G 상상마당 부산 스테이,"
싱글룸 - 공용 샤워 시설, 화장실
",10,"
가성비가 너무 훌륭함
",다양한 편의시설과,
2021년 10월,부산,KT&G 상상마당 부산 스테이,"
프리미엄 쿼드러플룸
",9.0,"
가성비 최고의 숙소
",편안하고 안락하게 잘쉬다가 갑니다.,없음
2021년 10월,부산,KT&G 상상마당 부산 스테이,"
트윈룸
",10,"
강력 추천
",청결 위치,조금 좁음 어메니티 레스토랑 없음
2021년 10월,부산,KT&G 상상마당 부산 스테이,"
트윈룸 - 공용 화장실
",10,"
정말 이런 대박이 ㅎ
","여행을 너무나 많이 다녀봤서 조금 아는데 가까운 옆나라 일본도 이런곳이 없지 않을까? 싶습니다 아주 칭찬하고 싶을 정도로 만족합니다 다시 방문하고 싶습니다
가격은 그냥 찌져 ㅎ",없음
