,region,hotel_name,date,review
27,부산,웨스틴 조선 부산,2021년 11월,부모님 모시고 호텔잡았는데 역시 명성 어디안가는 느낌이었습니다 깔끔하고 오션뷰 너무 좋았어요 ~ 화장실 수압 장난아니구 무엇보다 헤븐리 침대가 와우...녹았습니다...침대맛집이내요 ㅠㅠㅠ 외출시 정리도 잘 해주셨구 그냥 모든게 다 맘에 들었습니다 ㅠㅠㅠ
28,부산,웨스틴 조선 부산,2021년 11월,위치가 해변에서 가까워서 좋았음
29,부산,웨스틴 조선 부산,2021년 11월,위치 전망 직원분들의 친절도 정말 최고입니다
31,부산,웨스틴 조선 부산,2021년 10월,오션뷰가 좋았는데 호텔 어디든지 오션뷰를 감상할수있어서 다음에 간다면 파크뷰 이용할거같습니다 창문열면 파도소리가 들려와용
32,부산,웨스틴 조선 부산,2021년 10월,주차장과 객실로 가는 코스가 번거롭습니다.
33,부산,웨스틴 조선 부산,2021년 10월,"특1급 답게 모든점이 좋고요, 특히 바다 전망은 최고입니다 호텔 주변 인프라도 훌륭하고요"
36,부산,웨스틴 조선 부산,2021년 9월,바다와 너무 가깝고 침구가 정말 편했어요
37,부산,웨스틴 조선 부산,2021년 9월,아주아주 좋아요  ㅇ 허두 오렌많에날추억이나서 좋았어요ㅣ
38,부산,웨스틴 조선 부산,2021년 9월,시설이 오래된 거 말고는 좋았어요
39,부산,웨스틴 조선 부산,2021년 8월,전반적으로 편안하고 좋았습니다
41,부산,웨스틴 조선 부산,2021년 8월,해운대 비치뷰가 최고. 직원들이 친절한 서비스
42,부산,웨스틴 조선 부산,2021년 8월,위치가 좋고 비교적 직원들은 친절한편이었음
44,부산,웨스틴 조선 부산,2021년 7월,"직원의 친절도, 침대의 편안함, 청결함, 오션뷰 좋았어요"
45,부산,웨스틴 조선 부산,2021년 7월,동백섬을 끼고 있어 산책하기 좋고 ocaen view는 최고임
46,부산,웨스틴 조선 부산,2021년 6월,무엇보다 위치가 최고입니다. 해운대도 가깝고 다른 곳으로 다니기도 너무 편리했어요.
48,부산,웨스틴 조선 부산,2021년 7월,전망은 좋았으나 청소상태나 체크인 시간이 미뤄지는 것은 문제가 있어보입니다
49,부산,웨스틴 조선 부산,2021년 7월,숙소정리 해주신 housekeeper 감사합니다.
52,부산,웨스틴 조선 부산,2021년 7월,까밀리아에서 바라보는바다뷰가 정말 짱! 룸역시 바다퓨가 보여서 넘 좋았습니다
56,부산,웨스틴 조선 부산,2021년 4월,동백섬이 옆에 있어서 산책하기가 좋았습니다
57,부산,웨스틴 조선 부산,2021년 6월,"일단 너무 깨끗하고, 수압도 좋았고, 수건도 넉넉하게 많아서 너무너무 좋았습니다 !  직원분들도 친절하시고..ෆ 말뭐ㅠㅠ 남자친구도 너무 마음에 들어했습니다 !!  또 방문할거에요 !"
58,부산,웨스틴 조선 부산,2021년 5월,200% 만족했던 숙소. P 호텔을 주로 가다 이전에 한번 웨스틴 조선 호텔 방문한 뒤로 뷰에 반해서 여기만 갑니다..최고!
59,부산,웨스틴 조선 부산,2021년 5월,"조식이맛있었고, 직원분들도 너무 친절하셨습니다. deluxe로 예약하고 방을 업그레이드 했지만, 업그레이드한 만큼 방이 좋아서 편안히 머물다 왔습니다."
61,부산,웨스틴 조선 부산,2021년 5월,부산에 오면 무조건 조선호텔입니다. 그만 큼 브랜드가치가 있습니다.
62,부산,웨스틴 조선 부산,2021년 5월,"호텔 위치가 아주 좋아서 , 산책로와 바다가 동시에 만족 합나다 ."
63,부산,웨스틴 조선 부산,2021년 5월,친절한 직원과 오션뷰 특히 오션뷰 보러 간거라 만족스럽습니다.
66,부산,웨스틴 조선 부산,2021년 5월,해운대의 옛 정취를 느낄수있고 바다. 동백섬과 접근성이 우수한점
67,부산,웨스틴 조선 부산,2021년 4월,"서비스 및 청결, 그리고 위치는 최고에요~!"
69,부산,웨스틴 조선 부산,2021년 3월,해운대랑 가까이있어 좋았습니다.
70,부산,웨스틴 조선 부산,2021년 4월,"라운지가 포함된 숙소를 머물렀었다 보니, 라운지 서비스를 기반으로 후기를 작성합니다.  라운지 직원들의 서비스도 좋았고, 음식도 맛있었습니다. 다음에도 되면 이용할 예정입니다."
71,부산,웨스틴 조선 부산,2021년 3월,반달형 해운대 해변이 보이는 방이라면 더욱 돋보이는 호텔
72,부산,웨스틴 조선 부산,2021년 3월,뷰가 상당히 좋았고 산책코스로서도 만족합니다
73,부산,웨스틴 조선 부산,2021년 3월,"Room의 청결상태, 침대상태, 해변전망, 룸가구 등 아주 좋았습니다."
77,부산,웨스틴 조선 부산,2021년 2월,위치랑 해변이 바로보이는 뷰가 매우좋습니다. 이그제큐티브룸 이용하였는데 라운지 해피아워 및 조식이 생각보다좋았으며 다시 꼭 오고싶은 호텔이였습니다.
78,부산,웨스틴 조선 부산,2021년 2월,해변전망 위치 룸의 경치는 가히 최고임.
80,부산,웨스틴 조선 부산,2021년 2월,방음 시설이 잘되어 있어 편한 시간을 보냈습니다.
83,부산,웨스틴 조선 부산,2021년 1월,뷰~~가좋고 청결하고 써비스 ok
84,부산,웨스틴 조선 부산,2021년 1월,저녁식사보다 조식이 더 좋았음. 뷰도멋짐.
87,부산,웨스틴 조선 부산,2021년 1월,멋진 뷰!! 뷰 맛집입니다. 그리고 더베이랑 가까워요!!
88,부산,웨스틴 조선 부산,2021년 1월,정말좋았아요~ 어린시절 부모님과 왔던 추억으로 재방문!! 약 20년만의 추억을 남기고 있어요!!
90,부산,웨스틴 조선 부산,2021년 1월,직원분들께서 아주 친절하셔서 매우 좋았습니다.
93,부산,웨스틴 조선 부산,2020년 11월,맛은 있으나 가지 수가 다소 부족. 바다(해안)쪽 뷰는 최고.
95,부산,웨스틴 조선 부산,2020년 12월,조식은 간단하게먹는데 종류가많았어요 맛도 있었구요 소시지는 조금짰지만 좋았어요
96,부산,웨스틴 조선 부산,2020년 10월,아침에 눈을 뜨면 바다가 보이고 주변 경관이 너무 아름다웠다는 기억이 머리에 남습니다. 이른 시간에 누리마루 공원을 산책하며 느끼는 여유로움은 다시한번 방문해도 매우 만족할 것 같습니다.
97,부산,웨스틴 조선 부산,2020년 7월,"낡은 느낌은 있지만, 깨끗이 관리되어 청결하고, 친절했음"
98,부산,웨스틴 조선 부산,2020년 10월,1. 제가 가봤던 5성급 호텔중 제일 서비스가 좋았습니다.  2. 해운대 뷰 기대 이상이였습니다. 3. 직원분들의 친절함이 여행하는데 있어 기분이 좋았습니다.  4. 카밀리야 뷔페(점심) 먹었었는데 맛있었습니다.
99,부산,웨스틴 조선 부산,2020년 9월,위치도 좋고 뷰도 너무좋습니다
101,부산,웨스틴 조선 부산,2020년 9월,아침식사가 매우 훌륭했고 사우나에서 바라본 부산 바다가 매우 좋았습니다. 앞으로 기회가 된다면 또 가고싶네요 ^^
102,부산,웨스틴 조선 부산,2020년 8월,5성급 호텔이라 감안해도 조식은 좀 비싼것 같아요. 그래도 깨끗하고 뷰 맛집이라 좋았습니다 객실서비스 매우 만족 스럽고 치킨요리는 레젼드 였습니다- 엄마가 치킨맛 때문에 또 가고 싶다고 하네요
104,부산,웨스틴 조선 부산,2020년 8월,하루종일 라운지 이용 사우나 이용 좋았습니다
105,부산,웨스틴 조선 부산,2020년 8월,오션뷰 전망이 최고이고 비치와의 접근성이 뛰어남 침대와 침구류의 퀄리티가 정말 좋았음
107,부산,웨스틴 조선 부산,2020년 8월,침구 정말 좋아요+라운지이용두
109,부산,웨스틴 조선 부산,2020년 8월,창문열리는 숙소라 파도 소리 들을 수 있고 해변에서 바로 올라올 수 있어서 좋았어요
111,부산,웨스틴 조선 부산,2020년 7월,침대가 포근하고 쿠션감 정말 좋았어요  식사도 넘 맛있고 직원분들 다 넘 친절하세요 다시 가고 싶은 곳
112,부산,웨스틴 조선 부산,2020년 7월,위치가 바다 근처여서 해변을 이용하기에도 좋고 주변 인프라도 잘되어 있어서 만족했습니다. 저녁도 이용했는데 맛이 좋았습니다.
116,부산,웨스틴 조선 부산,2020년 4월,아침식사 너무 좋았고 서비스가 너무 좋았습니다.
117,부산,웨스틴 조선 부산,2020년 7월,위치도 굳 청결상태도 굳 부산에 간다면 다시 가고 싶은 곳입니다
118,부산,웨스틴 조선 부산,2020년 6월,"그런데도 불구하고 직원 친절도, 호텔 격조, 위치 등 많이 고급스러워 보임"
119,부산,웨스틴 조선 부산,2020년 6월,직원분들 친절하고 바다뷰가 최고입니다  창문이 아니라 액자 같더군요
120,부산,웨스틴 조선 부산,2020년 6월,동백섬에 위치한 해운대 뷰가 너무 예쁜 최고의 호텔입니다 편안히 휴식하고 왔어요
123,부산,웨스틴 조선 부산,2020년 6월,"위치 너무 좋았어요, 동백섬 산책하기도 좋고 특히 뷰 최고에요 직원들 너무 친절했구요"
125,부산,웨스틴 조선 부산,2020년 6월,바다가 보이는 전경이 좋았고 환기도 잘되서 좋았고 조식 정말 맛있고  직원분들은 어찌나 친절하고 응대속도가 빠르시던지 아주 만족합니다.
128,부산,웨스틴 조선 부산,2020년 6월,"프레지던트 햄버거가 굉장히 맛있었구요, 최신 시설은 아니지만 청결에 신경써주시는 부분이 좋았습니다."
129,부산,웨스틴 조선 부산,2020년 5월,바다전망 무료 업그레이드 넓은 창으로 보는 바다가 좋았습니다.
130,부산,웨스틴 조선 부산,2020년 6월,해운대 백사장과 동백섬 산책을 위한 최고의 자리.
131,부산,웨스틴 조선 부산,2020년 6월,"조식 음식 맛과 질은 좋았음,  동백섬, 더베이 101과는 가까워 산책과 야경보기 좋음."
134,부산,웨스틴 조선 부산,2020년 5월,기상후 해운대해수욕장바다 전망이. 인상적이었다.
135,부산,웨스틴 조선 부산,2020년 5월,바닷가 바로 옆 위치로 전망이 열일함. 공원전망도 베이 101쪽 바다가 보여 멋짐 사우나 물이 온천물인듯 바다를 바라보며하는 목욕이 즐거웠음. 식사후 동백섬 산책도 좋았음
136,부산,웨스틴 조선 부산,2020년 5월,위치랑 숙소에서 풍경 식사 좋았다.
137,부산,웨스틴 조선 부산,2020년 5월,해운대 해변을 입체적으로 바라 볼 수 있어서 참 좋았습니다. 은은하게 들려오는 파도소리가 힐링 리듬으로 다가와서 진정한 휴가를 즐길 수 있어서 행복했습니다.
138,부산,웨스틴 조선 부산,2020년 5월,비치전망은 언제나 만족을 주는곳!!! 전망과 친절도는 부산 최고인듯 향후도 부산 여행은 조선호텔에서 직원들의 친절또한 특급호텔에서 느끼는 일반적 서비스를 뛰어넘는 친절함이 몸에 담긴 만족감에 항상 찾고 싶은곳^^
146,부산,웨스틴 조선 부산,2020년 2월,편안한침대 창문밖으로 보이는 바다풍경이 끝내줌 직원들이 친절함
147,부산,웨스틴 조선 부산,2020년 2월,해변뷰가 좋고 직원이 친절함
149,부산,웨스틴 조선 부산,2020년 2월,가족과 함께 최고의 밤을 보냈네요. 지인께서 샴페인에 케이크까지 준비를 해주네요. 세상이 아름다운 이유는 웨스틴조넌이 있기 때문이다.
150,부산,웨스틴 조선 부산,2020년 2월,스텝의 친절과 오래된 호텔임에도 실내의 청결이 굉장히 좋았습니다
151,부산,웨스틴 조선 부산,2020년 2월,청결하고 관리가 잘 된점. 뷰가 좋은 점.
154,부산,웨스틴 조선 부산,2020년 1월,"주변이 해운대 중심상가와는 거리가 있어서 조용하고 좋았어요. 침구와 욕실, 난방 만족스러웠고 조식도 구성이 알차고 맛있어요."
156,부산,웨스틴 조선 부산,2020년 1월,"너무편해서 사실 바깥구경을 많이했어야 했는데, 계속 누워서 티비만봤습니다."
157,부산,웨스틴 조선 부산,2020년 1월,오션뷰의 아름다운 경치와 은은히 들려오는 파도소리... 너무 좋았습니다.
160,부산,웨스틴 조선 부산,2019년 12월,해변전망 이었는데 낮보다 야간뷰가 정말좋았습니다 편안하게 잘 쉬었다 왔네요
162,부산,웨스틴 조선 부산,2019년 12월,라운지에서 간단하게 끼니해결이 가능한 것이 매우 좋았고 전망이 정말 훌륭했습니다.
163,부산,웨스틴 조선 부산,2019년 12월,편안하고 깨끗하면서 직원분들도 완전 친절했어요 역시 비싼 만큼 그 값을 하는규나 라고 생각했어요 편히 잘 쉬다 왔어요
164,부산,웨스틴 조선 부산,2019년 12월,룸 컨디션 좋았고 바다전망 굿 이였습니다 위치도 좋고 조식도 괜찮았어요  직원분들도 친절하셨어요
166,부산,웨스틴 조선 부산,2019년 11월,더베이 바로 옆이라 좋았어요. 실내에서 보는 뷰도 예뻤어요. 직원분들도 친절했어요
167,부산,웨스틴 조선 부산,2019년 11월,"푹신한 잠자리와 해변뷰, 돈이 아깝지 않았어요"
169,부산,웨스틴 조선 부산,2019년 10월,부산 해운대의 호텔로는 가장 좋은 위치에 있음
170,부산,웨스틴 조선 부산,2019년 10월,위치가 좋았고 휘트니스 뷰가 좋음
171,부산,웨스틴 조선 부산,2019년 10월,정말 좋은 위치에 있어서 바다보시며 어머니께서 너무 좋으셨다고 하시네요. 금액만큼 좋은 추억을 남겨드린것 같아 기쁩니다. 감사합니다.
173,부산,웨스틴 조선 부산,2019년 9월,부산 해운대 메인 호텔인만큼 직원분들의 친절과 서비스가 너무 좋았습니다. 마음 편안하게 멋진 추억 만들고 다녀옵니다!
176,부산,웨스틴 조선 부산,2019년 8월,바다와 해운대 시가지가 다 보이는 방으로 안내해줬다. 직원분들 모두 친절하다.
178,부산,웨스틴 조선 부산,2019년 8월,해변과 가까운 위치가 가장 좋았습니다.
179,부산,웨스틴 조선 부산,2019년 8월,뷰도 좋고 바로 앞에 해변과 동백섬 산책로가 있어서 너무 좋았어요. 다음에 또 가고 싶어요~
181,부산,웨스틴 조선 부산,2019년 8월,해운대에서 가장 좋은 위치였음
183,부산,웨스틴 조선 부산,2019년 8월,오션뷰로 예약했는데 생각보다 뷰가 너무 좋았어요 좋은 해변사진 잘 찍고 갑니다~
184,부산,웨스틴 조선 부산,2019년 7월,깨끗하고 안락한 침구가 좋았고 간단한 조식도 만족.
186,부산,웨스틴 조선 부산,2019년 8월,뷔페 식사도 맛있고 바다 앞이라 경치도 너무 좋고푹 쉬다 왔습니다! 특히 시티뷰룸 밤에 야경이 너무 예뻐서 넋놓고 계속 보고 있었네요
187,부산,웨스틴 조선 부산,2019년 8월,여행이란게 실은 힘들기 마련입니다 그래서 나이 들면 들수록 쾌적하고 거기에 플러스 좋은 뷰의 호텔룸에 비중을 많이 두는데요 거기에 딱 맞는 위치에 레벨의 호텔이라고 생각합니다
190,부산,웨스틴 조선 부산,2019년 8월,아이들과 바다에서 물놀이를 하자마자 호텔로 들어올 수 있는 위치가 최고
191,부산,웨스틴 조선 부산,2019년 8월,비싼 방값?한다...는 생각이 절로 들 정도로 친절 또 친절 매년 휴가에 들르는 곳 갈때마다 아 좋다 이런생각이 절로 드는 곳입니다~
192,부산,웨스틴 조선 부산,2019년 8월,주차장이 협소하고 주차장동으로 올라가는 길이 많이 협소하여 제차같은경우는 승용차지만 좀큰편인데 올라가기 가 많이 힘들었엇는데 주차장직원의 빠른 협조로 로비 주차장이용하여 만족하였습니다.
193,부산,웨스틴 조선 부산,2019년 8월,전망이 너무 좋았구요ᆢ아침에 조용히 동백섬산책하기가 좋았습니다. 조식도 맛있어요~
194,부산,웨스틴 조선 부산,2019년 7월,바로앞이 해운대 해변이라 너무 좋아요. 직원들도 친절하고 너무 기분좋은 가족여행이었어요. 벌써 4년째 해운대로 여름 휴가 가는데 갈때마다 여기만 이용해요~
195,부산,웨스틴 조선 부산,2019년 7월,룸컨디션도 좋고 직원분들의 응대도 모두 마음에 들었습니다. 위치도 다른 호텔에 비해 가장 만족스러운 편이었습니다
196,부산,웨스틴 조선 부산,2019년 7월,"동백섬, 바다를 둘 다 품은 극강의 위치. 바다가 잘 보이는 오킴스."
197,부산,웨스틴 조선 부산,2019년 7월,최고 맛있는 저녁뷔페와 깨끗한 시설 그리고 바닷가 바로 앞에 있는 최적의 장소입니다~~
202,부산,웨스틴 조선 부산,2019년 6월,위치는 좋았어요. 호텔가격은 위치때문인듯해요. 오래된 호텔인데 가격이 너무 비싼듯합니다
203,부산,웨스틴 조선 부산,2019년 6월,"9년만에 돌아간 웨스틴 조선 호텔. 역시 최고의 선택이엇음. 부산 해운대에서 위치, 가격대비, 음식 최고 입니다. 부산에 가면 다시 돌아간 예정입니다."
206,부산,웨스틴 조선 부산,2019년 5월,직원들의 친절함이 너무 좋았어요
209,부산,웨스틴 조선 부산,2019년 5월,먼저 해운대를 바라볼수있어 좋았다. 그리고 호텔이 깨끗하고 편안했다.
213,부산,웨스틴 조선 부산,2019년 4월,잠에서 깼을 때 바다를 볼 수 있다는 점은 참으로 매력적이지 않을 수 없다.
217,부산,웨스틴 조선 부산,2019년 4월,오션뷰는 방에서 일출을 볼 수 있어서 좋았어요!
218,부산,웨스틴 조선 부산,2019년 4월,"직원분들의 엄청난 친절함과, 로비에서의 피아노 연주가 가장 인상적이네요"
219,부산,웨스틴 조선 부산,2019년 3월,전반적으로 모두 좋았습니다. 객실도 깨끗하고 직원들도 친절하였습니다.
220,부산,웨스틴 조선 부산,2019년 3월,"직원분들의 친절함은 이루 말로표현 안될만큼 좋았고, 또한 객실에서 내려다보이는 해운대의 해변전망도 무지 좋았어요"
222,부산,웨스틴 조선 부산,2019년 2월,직원들이 모두 친절하셨음 그리고 바다뷰가 최고!
223,부산,웨스틴 조선 부산,2019년 2월,말할 것도 없이 위치가 너무 최고였습니다
227,부산,웨스틴 조선 부산,2021년 12월,직원들 친절하고 투숙객에게 무료로 제공하는 서비스가 좋았습니다.
228,부산,웨스틴 조선 부산,2021년 9월,침구가 편안했고 직원분들이 모두 친절하셨습니다
230,부산,웨스틴 조선 부산,2021년 9월,오션뷰의 전망은 최고라 할 수 있었습니다.
231,부산,웨스틴 조선 부산,2021년 9월,"아침식사는 나쁘지는 않았지만, 간단한 한식도 있었음 좋겠어요. 위치는 동백섬을 끼고 조깅도 할수있고 그리고 무엇보다 밤뷰가 너무 너무 좋았어요"
234,부산,웨스틴 조선 부산,2021년 5월,전망은 최고입니다 가격대비 특별한 메인요리 한가지정도 있었음 좋을듯해요
236,부산,웨스틴 조선 부산,2021년 1월,객실 및 사우나 미화원 분들 친절하셨음
237,부산,웨스틴 조선 부산,2020년 11월,식사도 좋았고 직원분들도친절해서 좋았어요
238,부산,웨스틴 조선 부산,2020년 11월,가격이 부담이지만 그만큼 오션뷰가 멋졌습니다. 바다소리와 경치 보고 힐링하기 좋습니다.
239,부산,웨스틴 조선 부산,2020년 10월,일찍 도착했는데 얼리체크인으로 해주시고 방도 오션뷰에 고층이어서 좋았어요
240,부산,웨스틴 조선 부산,2020년 8월,뷰가최고였어요 직원분들도 친절했구요~
244,부산,웨스틴 조선 부산,2020년 7월,해운대 도시와 바다가 어우러지는 오션뷰는 단연 탑급
245,부산,웨스틴 조선 부산,2020년 7월,조선호텔의 기본기는 익히 알고있습니다.. 좋았습니다.
248,부산,웨스틴 조선 부산,2020년 5월,해변뷰라 밤새도록 좋은 야경을 구경하였습니다
249,부산,웨스틴 조선 부산,2020년 2월,전망 굿! 직원들 친절도 굿!! 청결 굿!!
250,부산,웨스틴 조선 부산,2020년 1월,침구 아늑하고 호텔위치 최상
251,부산,웨스틴 조선 부산,2020년 1월,전반적 무난함 다만 체크 인 당시 프론트 직원의 친절 미흡
255,부산,웨스틴 조선 부산,2019년 2월,바다가 보고 싶어서 오션뷰 객실을 예약했는데 3층 방을 배정해줘서 창문 절반이 시야를 가렸어요
257,부산,웨스틴 조선 부산,2021년 2월,"위치가 너무 좋았고, 해운대 번화가랑 약간 떨어져 있어서 더 조용히 쉬기에 좋았던 것 같아요. 나머지는 모두 완벽했습니다."
258,부산,웨스틴 조선 부산,2021년 1월,예전의 좋은추억들이 다시느껴지는것같아  좋았어요 변함없이 그곳에 있었으면 합니다
260,부산,웨스틴 조선 부산,2020년 12월,오션뷰로 하세요 두 번 하세요
261,부산,웨스틴 조선 부산,2020년 10월,해운대 바다 뷰가 정말 훌륭했습니다
262,부산,웨스틴 조선 부산,2020년 8월,편안하고 오션뷰가 정말 좋았어요
264,부산,웨스틴 조선 부산,2020년 5월,역시나 역사와 전통을 자랑하는 웨스틴조선이네요 너무 만족스러운 1박이었습니다 아기도 와이프도 대만족입니다  요청사항도 모두 잘 적용되어있고 추가로 필요한 부분을 확인하는 세밀함까지!
266,부산,웨스틴 조선 부산,2020년 4월,안락하고 편하고 뷰도 좋고 서비스도 좋고 다 좋았습니다
267,부산,웨스틴 조선 부산,2020년 3월,호텔 직원 모두 친절해서 좋았어요
268,부산,웨스틴 조선 부산,2020년 1월,가격이 비싸긴하지만 상징성 있음.
269,부산,웨스틴 조선 부산,2020년 1월,추운 아침에 안나가고 해돋이 볼 수 있음
271,부산,웨스틴 조선 부산,2020년 1월,잠자리도 편하고 뷰가 넘 예술이예요~
274,부산,웨스틴 조선 부산,2019년 10월,조식이 훌륭하였고 해변전망이 좋았습니다.
275,부산,웨스틴 조선 부산,2019년 9월,조식이 좋았고 전망이 좋았다. 직원들이 친절하고 전반적으로 좋았다.
276,부산,웨스틴 조선 부산,2019년 9월,호텔이 오래되서 시설이 좀 노후된건 있지만 직원들이 아주 친절해서 좋았습니다
278,부산,웨스틴 조선 부산,2019년 7월,맞이해주시던 직원분이 너무 친절하셨어요!! 그리고 위치도 참 좋았고요!!
279,부산,웨스틴 조선 부산,2019년 5월,조식은 그냥그랬어요 연인이 와서 쉬기는 좋겠지만 호텔내의 패키지나 등등으로는 가족을 끌어당기기에는 조금 부족하지 않나 싶네요 하지만 침대라거나 서비스는 대 만족하고 갑니다.
280,부산,웨스틴 조선 부산,2019년 4월,직원분들께서 매우 친절하여 너무 좋았습니다.
281,부산,롯데 호텔 부산,2021년 10월,객실이나 직원 모두 친절했어요
282,부산,롯데 호텔 부산,2022년 1월,시티뷰가 환상. 친절하고 룸 컨디션 최상 역시 5성급 호텔+ “롯데” 위치도 서면역 근처라 편했습니다
284,부산,롯데 호텔 부산,2022년 1월,직원분들 정말 친절했어요. 직원분들 친절함에 다시한번 더 방문하고 싶어요!
285,부산,롯데 호텔 부산,2021년 12월,밥이 맛있고 직원분들 다 너무 친절하심
286,부산,롯데 호텔 부산,2022년 1월,모든직원이 친절하고 시설도 멋스럽고 좋았음
287,부산,롯데 호텔 부산,2022년 1월,백화점이 연결되어 있고 직원들 완전 친절해요
288,부산,롯데 호텔 부산,2022년 1월,"역에서 매우 가깝고, 직원들의 서비스가 매우 친절 했습니다. 부대시설과 룸 컨디션이 매우 청결하고 좋았습니다. 조식뷔페를 이용했는데 전체적으로 깔끔하고 맛있었습니다."
289,부산,롯데 호텔 부산,2022년 1월,친절한 서비스 응대 넓은 방 편의시설
290,부산,롯데 호텔 부산,2022년 1월,친절하고 깨끗하고 서면에 위치해서 위치도 좋았네요 멀리 바다도 보여서 부산임을 느끼기 좋았어요
291,부산,롯데 호텔 부산,2021년 12월,"롯데백화점 쇼핑하기 편리하고 서면역도 가까워요 주변에 맛있는 밥집, 카페, 술집이 많아서 좋았어요"
292,부산,롯데 호텔 부산,2021년 12월,아침식사 굿~ 침대상태 위생상태 굿~
294,부산,롯데 호텔 부산,2021년 12월,고층에 쾌적하고 깔끔했다 뷔페랑 사우나 동선도 좋고
295,부산,롯데 호텔 부산,2021년 12월,"아침식사가 매우 맛있었고, 호텔이 깔끔하고 좋음, 직원들 매우 친절함 : ) 크리스마스 분위기가 가득하네요!"
296,부산,롯데 호텔 부산,2021년 12월,고층이지만 엘리베이터 빠르고 좋았음 직원들이 친절하고 요청사항 처리도 빨랐음 뷔페 퀄리티가 너무 좋았고 조식도 좋았음
297,부산,롯데 호텔 부산,2021년 12월,백화점이 옆에있어 편리했고 객실이 깨끗하고 침구류가 푹신해서 좋았음
298,부산,롯데 호텔 부산,2021년 12월,"서비스가 정말 좋았고 애프터눈 티타임이나 칵테일, 조식을 한 곳에서 모두 해결할 수 있어서 좋았다. 특히 숙소 가격에 포함되어 있다는 점이 최고였다."
300,부산,롯데 호텔 부산,2021년 11월,시내에 있어서 접근성이 좋았습니다
301,부산,롯데 호텔 부산,2021년 11월,교통의 요지라 접근성이 좋고 아침에 이용한 운동시설도 만족스럽습니다
302,부산,롯데 호텔 부산,2021년 11월,직원분이 친절하고 청결해서 좋았어요
303,부산,롯데 호텔 부산,2021년 11월,"엄청 친절함, 호텔을 좀 다녀봤는네 친절도는 여기가 최고인거같아여!! 숙소 뷰도 너무 좋았습니다 이 가격에 이정도 퀄리티ㅔ에 감사드려요"
304,부산,롯데 호텔 부산,2021년 10월,깨끗하고 조용해서 좋았습니다.
305,부산,롯데 호텔 부산,2021년 10월,롯데백화점으로 연결되는 내부 통로가 있어 편리했습니다.
306,부산,롯데 호텔 부산,2021년 9월,"조식이 맛있었습니다 .또한, 비대면 서비스에 만족스러웠습니다."
307,부산,롯데 호텔 부산,2021년 9월,백화점이랑 연결되있어 쇼핑도편하고 주변에 돌아다니기 좋았어요~
309,부산,롯데 호텔 부산,2021년 9월,방컨디션 및 청결도가 좋았고 침대도 편안했습니다. 직원들도 매우 친절했습니다.
310,부산,롯데 호텔 부산,2021년 9월,"시설, 서비스, 편안함 모두 대만족이었어요"
311,부산,롯데 호텔 부산,2021년 9월,"친절한 직원분들, 좋은 침구, 좋은 tv, 맛나는조식"
312,부산,롯데 호텔 부산,2021년 8월,조식이 생각보다 깔끔하고 메뉴 구성도 좋고 맛있었습니다. 수영장은 가족들이 즐기기 편안한 분위기입니다.
