,region,hotel_name,date,review
63,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 8월,편안한 프런트 친절 공기좋고 물좋은 기분
64,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 8월,방크기가 커서 좋았고 침구와 침대가 편안하고 쾌적했다. 어메니티가 고급지고 좋았다.
65,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 8월,아친 조식은 닥 먹을 만한 것만 있어서 좋았습니다. 전반적으로 좋은 아침이었습니다. 아침 식사 후 연못을 중심으로 산책하기에도 좋습니다.
66,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 8월,힐링하기 너무 좋았어요 코로나로 호텔안에서 콕했지만요^^
68,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 8월,직원들이 고객들을보면 친절한 인사로 응대함
69,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 8월,조용하고 편안한 호텔 조식은 먹을만한 정도
71,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 7월,"위치, 숙소청결, 뷔페식당 모두 만족함"
72,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 7월,깨끗하고 정돈되고 조용하고 편안합니다.
74,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 7월,위치상 조용하고 편의시설이 잘되어 있음.
76,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 7월,위치 주변 환경 너무 좋았고 처음 이용 했는데 가성비 최고 였음
77,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 7월,알펜시아 타운내에 식당 및 편의점이 있어 호텔에서 멀리가지 않고 편안하게 시간을 보낼 수 있었어요. 호수전망 룸 너무 좋았습니다.
78,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 7월,전망이 좋았고 바로 앞 산책코스가 특히 좋았어요. 편히 휴식을 취하고 왔습니다
81,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 6월,앞의 솔섬호수를 산책하는 것
83,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 5월,항상 가는 곳이라 항상 좋아요
84,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 5월,룸서비스 생각보다 훌륭했어요 맛도있고 힐링 제대로 하고 왔어요
85,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 5월,직원분들이 친절합니다 침구가 편해요
89,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 2월,직원들이 친절했고 침대와 베개가 정말 편안함
93,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 2월,"북킹닷컴으로 예약을 해서 가격대비 참으로 좋은 호텔에 묵었던거 같습니다. 시설은 더할 나위없이 좋았고, 룸도 생각보다 많이 커서 참 좋았습니다. 호텔 직원 역시 서비스면에서도 참으로 좋았습니다."
95,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 1월,아침식사 맛있었어요. 외국인 투숙객이 많아서인지 비건식과 할랄푸드 까지 준비된게 마음에 들었어요.
97,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 1월,직원들의 인사성과 밝은 표정
98,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 1월,객실이 넓고 침대도 편안하다. 전체적으로 청결하고 소파와 테이블도 잘 갖추어져 있어 음식을 사다 먹기에도 아주 편했다.
100,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 10월,스키장이 있는 산 속에 있어서 그런 자연환경을 누릴 수 있어서 좋았습니다.
101,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 10월,직원들이 친절했고 호텔내 시설의 관리상태가 좋음
103,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 10월,"평창을 여행하면 늘 인터콘티~ 를 이용합니다 청결,편안함. 힐링의 대명사처럼"
104,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 10월,깨끗하고 조용해서 좋았습니다
105,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 10월,잠자리 편했고 아침식다도 괜찮았어요~~
106,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 10월,"호텔시설과 직원서비스등은 매우 좋았고, 특히 집사람 생일기념으로 호텔에서 미리 와인과 축하카드를 준비해준 부분은 매우 고마웠어요."
107,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 10월,침대 킹사이즈 아기와 자는데 문제 없습니다
108,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 10월,"위치, 시설 운영이나 직원 친절도 등이 우수하였음"
109,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 10월,방음이 잘되는 편이고 안락하다. 낡은 느낌이 있긴하지만 고풍스럽고 깔끔하다. 조식이 맛있는편. 아이들이 있는 가족단위는 좋을듯 하다. 12시 체크아웃이 매우 편하다.
110,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 9월,체크인부터 친절한 서비스에 만족했습니다  침실공간이 넉넉하고 욕실도 크고 깨끗했습니다. 조식뷔페에 매무 만족했습니다.
111,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 9월,너무 편안하구 깨끗해서 좋았어요. 또 가구 싶어요.
112,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 9월,청결했고 빠른 체크인과 위치도 좋았습니다.
113,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 9월,아침식사 아욱국이 참 맛있었어요.식사가 대체적으로 가격대비 훌륭 합니다.주방장의 솜씨가 좋은듯
114,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 9월,숙소상태 청결도 즐길거리 먹거리 조식맛 모두 훌륭
115,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 9월,조식 식사가 너무 좋았습니다.
116,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 9월,침대가 너무 푹신하고 침구류가 포근하니 좋았어요
119,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 8월,깔끔하고 바로 앞에 산책로가 있어서 좋았음. 다시 한번 갈 것임.  그리고 이중으로 예약이 되었었는데 처리를 잘 해주셨음. 감사합니다.
122,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 8월,조긱 내용은 좋았습니다 재료도 신선하고 내용도 좋았습니다
123,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 8월,더운 여름날 시원하게 보낼 수 있는 위치에 있었다. 시원하게 보낼 수 있었다.
124,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 8월,"1. 객실 청결상태, 침구류, 가구류 모두 만족입니다. 2. 객실 청소하시는 분들 굉장히 친절하셨습니다.  3. 수준 높은 대관령음악제에 만족했어요."
125,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 8월,수건도 넉넉히 주시고 깨끗했어요
126,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 8월,가족여행으로 적합한 시설과 직원 친절도 등 모두 만족
128,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 7월,"강원도 지역의 호텔중에서 객실 컨디션이 최고 였다. 가족여행 및 힐링여행을 추천하고 싶다 조용하다 , 산책코스가 있다, 조깅하기 좋다, 주변경관이 깨긋하다, 강릉 해변이 가깝다"
129,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 7월,아침식사가 좋았으며 산책하기에 좋은곳입니다
131,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 7월,가격대비 청결하고 바닷가도 1시간내로 갈수 있어 좋다.  강릉에 있는 호텔보다 안락하고 좋음
134,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 6월,조식 퀄리티가 좋았다. 지은지 얼마 안된 호텔이라 시설물들이 굉장히 깔끔했다.
135,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 6월,아이와 함께 가기 좋아요 워터파크 가깝고 강릉시내랑도 차로 30여분 걸렸습니다.
137,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 6월,잠자리 편하고 레이트체크아웃 서비스 이용도 가능하여 편안히 잘 쉬다 왔음
138,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 5월,여유롭고 산으로 둘러쌓인 환경이 좋았음
139,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 5월,"숙소 깨끗하고 넘 좋았습니다. 목장과 월정사, 정선과 가까워서 숙소에 머물면서 돌아다니기 좋았습니다."
140,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 4월,항상 깔끔하고 정리되어 있는 느낌 좋았어요
142,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 4월,푹신한 침구류 넓은 객실 맛있는 아침 식사
145,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 2월,룸컨디션이나 친절도 모두 매우 훌륭하다. 식사도 최고라고 할 수 있다. 3일동안 계속 안에 머물렀다. 스키 시즌에는 이곳만 이용할 듯 하다
146,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 3월,"시설도 좋고 깨끗하고 좋았습니다.복도에 카펫이 깔려서 조용했고,욕조가 있어서 좋았습니다."
149,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 3월,가족여행숙소로 적당. 스키나 여름여행장소로 좋음
150,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 2월,조용하고 안락하며 청결한 객실이 좋았습니다.  아침식사도 다소 붐볐지만 아이가 있는 저희를 잘 안배해주셔서 편안하게 식사할 수 있었습니다.
151,강원도,인터컨티넨탈 알펜시아 평창 리조트,2022년 2월,프론트 직원들 친절해서 좋았습니다
152,강원도,인터컨티넨탈 알펜시아 평창 리조트,2022년 1월,"여유있는 테라스, 넓은 욕조, 편안한 침구류들이 아주 좋았습니다.  편안하고 여유있는 소파도 만족할 수 있는 요인 중에 하나였습니다.  전반적으로 인테리어도 훌륭했으며, 난방상태도 좋았습니다."
153,강원도,인터컨티넨탈 알펜시아 평창 리조트,2022년 1월,스키장에 위치해서 분위기가 좋고 숙소거 편안함. 조식의 종류도 많고 훌륨함
154,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 12월,일반룸인데 사이즈가 넉넉하고 린넨도 깨끗하고 조식이 기대보다 나았습니다. 커피맛은 보통이구요 룸에 놓고온 물건에 대해 택배보내주는데 서비스가 좋았습니다.
155,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 12월,지하주차장이 있어서 눈 내릴때 편함
164,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 9월,리조트 단지가 스위스에 온 느낌이었음. 루지랑 마운틴코스터 탈수있어서 좋았음. 깨끗하고 분위기도 좋고 객실도 커서 좋았음. 비와서 호텔에만 있어야했는데 괜찮았음.
165,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 8월,리조트 내 즐길거리가 많아요.
167,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 8월,산전망 발코니 방이라 전망이 좋았다
168,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 7월,직원분들이 친절하시고 방도 청결합니다. 주차장 시설도 여유가 있고 엘레베이터로 바로 연결되어 편리하게 이용할 수 있었어요.
169,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 7월,방은편하고좋다...또한 청결하고 청소하시는 분들이  굉장한 수준급예절!!!!!♥
170,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 7월,조식 뷔페는 아주 만족합니다.
171,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 7월,아침식사 - 좋았습니다. 헌데.... 조금 가격이 높아서 .... 하루는 외부 해장국을 찾았습니다.
173,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 7월,"강원도 평창,강릉 등 여행하기에 위치가 만족 스럽습니다. 바닷가 계곡,별구경 가기 좋았네요. 또 호텔 앞 호수가 있어서 아침 산책도 좋아요,"
174,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 6월,조식이 다양하여 만족스럽습니다
175,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 7월,"객실 내 침대,화장실 모두 만족 스럽고 주변 부대시설이 좋았습니다. 호텔 옆 호수도 좋아서 산책하기 좋았습니다."
178,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 4월,모두다..서비스 위치 경관 다좋았어요. 담에 호캉스로 또 올거에요.
180,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 5월,객실이 넓고 쾌적함. 침구가 아늑하고 깨끗함.
182,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 5월,가벼운 아침식사하기에는 적절한메뉴였으며 조용한 산속에위치하여 경치도 좋고 공기도 깨끗해서 좋았습니다
184,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 4월,넓은 객실과 편안한 침대가 특히 맘에 듭니다
188,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 4월,"위치, 주변 상점(코로나와 비수기인 점 감안해도 연곳이 있음), 호텔뷰"
189,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 4월,모두 좋았습니다. 직원들이 친절했고 시설도 아주 편했습니다.
190,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 3월,"로비에 들어설때부터 분위기가 좋았고 객실도 만족스러웠습니다. 조명도 좋고 침대, 소파 모두 편안해서 잘 쉬다왔습니다."
191,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 3월,호텔의 시설이 좋고 직원분들도 친절하셔서 좋았어요.
192,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 3월,멀지 않게 다녀올 수 있어서 좋았어요. 작은 마을에 사는 기분.
194,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 2월,아침식사가 좋고 베란가에 리프트뷰가 좋았네요
195,강원도,인터컨티넨탈 알펜시아 평창 리조트,2021년 1월,숙소도 깨긋하고 직원분들도 선제적인 응대와 서비스로 기분좋게 다녀왔습니다
196,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 12월,룸 컨디션 깔끔하고 좋았고 호텔 내부도 좋았음. 레스토랑 업장 분들은 대부분 친절하게 웃으며 잘 안내해주셔서 좋았어요.
197,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 12월,"1층 레스토랑 음식 괜찮았음 리조트 직원분들 모두 친절했음 룸 컨디션 좋고, 스탠다드여도 넓고 편안했음 솔섬이 있는 산책로가 되게 좋았음"
199,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 10월,정말 청결했습니다~ 너무 만족스러워요~
201,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 10월,경관이 좋았고 가족들이 먹기에 조식 레스토랑 메뉴가 좋았다 맛도 있고
202,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 10월,주변 산책로나 편의시설은 충분해사 좋았습니다.
204,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 8월,"큰 기대 없이 방문했는데, 완벽한 룸 컨디션과 뷰, 그리고 기대 이상이었던 조식까지 가성비가 아주 훌륭했다. 1박만 했던 게 아쉬웠을 정도. 다음에 또 평창에 방문해도 여기서 묵을 것 같다."
205,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 8월,아침조식은 괜찮았고 방도 나쁘지는 않았으나 서비스는 별로 입니다. 다시 갈 생각 없습니다.
206,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 8월,"숙소 안에 영화관, 워터파크, 알파인코스터, 루지처럼 즐길 거리가 많았고 양떼목장, 강릉과 거리가 가까웠습니다. 호수 뷰도 예쁘고 좋았어요."
207,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 8월,만나는 직원분들 모두가 인사를 나눠주셔서 좋았어요
208,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 8월,마주치는 직원분들마다 친절히 인사나눠주셔서 좋았어요.
209,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 8월,대관령이라는 청정한 위치와 공기.
210,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 8월,식사가 꽝이었음 조식부페 비추
211,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 8월,"위치와 음식, 룸 서비스 모두 좋았습니다."
213,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 8월,대관령 청청공기가 너무 좋았어요
218,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 7월,리조트 내 조경이 너무 마음에 들었어요 객실 크기도 넓어서 편안했습니다
220,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 6월,친절에대한 교육이 잘되어있다고 느껴지는 모든직원들.
221,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 6월,주변환경 객실 컨디션 직원들 친절 모든게 좋습니다 출장차 왔지만 가족과 같이 오고 싶네요
223,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 5월,"외국 리조트에 온 듯한 로비와 라운지, 알펜시아 리조트와 붙어있어서 즐길거리가 많음"
225,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 4월,매우 청결하고 주변환경이 깨끗하고 조용함
228,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 2월,눈이와서 좋았어요 음식이 맛 있어요!!
229,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 2월,룸컨디션두 좋았고 객실도 넓은편이여서 이용에 불편하지 않았어요 편하게 힐링하고 온거같아 넘좋아요^^ 스키장이 아니여두 주변여행지도 많고 적극 추천해요
231,강원도,인터컨티넨탈 알펜시아 평창 리조트,2020년 1월,개인적으로 조식레스토랑이 조금 추웠습니다.
234,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 11월,침대 쿠션이 매우 편했습니다.
235,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 10월,"깔끔하고, 아이를 위해 침대 가드요청도 할수있어서 좋았어요."
236,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 10월,잠자리 조식 모두 마음에 들었습니다. 다음에 또 이용 예정입니다.
237,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 10월,가격대비 아침식사 괜찮습니다. 유럽 어딜 가도 그 정도 식사 보질 못해요.
238,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 10월,프론트데스크 직원들의 응대가 프로페셔널하고 친절했습니다.예상보다 1시간 일찍 도착했는데 early check-in 할수 있도록 도와주셨어요
240,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 8월,호텔 내부는 전부 좋았고 리조트 외부 편의시설이 잘되어있어 아기와 멀리 안가도 전부 해결 가능해요. 산책길도 잘되어있어 너무 좋았어요! 룸서비스도 양이 많고 맛있었어요!
242,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 8월,시설이 깨끗하고 분위기가 차분해서 좋았습니다
246,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 8월,아침 부페는 만족스러웠습니다
247,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 8월,잠자리도 편하고 특히 침구가 넘넘 포근했어요 뷰도 넘넘 좋았어요
248,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 8월,예약시 분명 더블룸으로 예약했는데 체크인 할때는 더블룸이 다 나갔다고 트위룸으로 배정받았음. 호텔스컴바인으로 할인 받고 예약을 해서 안좋은 방을 배정 받은것처럼 느껴졌음.
251,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 7월,아침식사는 신선하고 다양해서 좋았습니다
252,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 7월,룸상태도 좋았고 직원들 서브스 최고입니다. 다음에 또 가려고요
253,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 6월,지하주차장이 넓고 좋았음 카드키 두개 챙겨주심
257,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 6월,시설좋고 친절하고 편안했습니다
258,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 6월,직원분들이 친절했습니다. 청소하시는분들까지 모두다요~
260,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 6월,아침식사가 만족스러웠구요. 주변경치가 너무좋아요
261,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 6월,트윈실 중 킹베드와 싱글실이 없어서 이쉬웠어요...
263,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 5월,숙소는 깨끗하고 전망도 좋았습니다.
264,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 5월,"직원분들이 상당히 친절하고 좋았습니다.  주변에 편의점이 많아서 좋았습니다. 체크인 시간도 앞당겨 주시고, 체크아웃도 지연 시켜 주셔서 좋았습니다. 유아 베드를 이용 할수 있어서 좋았습니다."
265,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 3월,잠자리가 너무 아늑해서 오랜만에 푹 쉬었어요~
266,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 3월,위치도 룸상태도 너무좋았어요 객실이 커서 넘 맘에들었어요
267,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 2월,저용하고 안락해서 편안하게 쉬었습니다
268,강원도,인터컨티넨탈 알펜시아 평창 리조트,2019년 2월,편했어요. 직원들이 매우 친절했어요
