,index,date,region,hotel,review_positive
14,14,2021-12-01,부산,시그니엘 부산,"너무너무 좋았어요  뷰, 친절, 쾌적함 어느것하나 빠짐없이 만족입니다. ㅎㅎ 태교여행으로 갔는데 잘 쉬다 왔습니다."
15,15,2021-11-01,부산,시그니엘 부산,너무 편안하게 잘 쉬다 왔습니다 특히 침대가 너무 편해서 꿀잠 잤어용
16,16,2021-11-01,부산,시그니엘 부산,"모든 스탭 친절하고 웰컴티, 어메니티 충분하고 좋습니다! 충분한 힐링 보장되는 편안함과 해운대 뷰는 최고! 라운지 쿠키 정말 맛있습니다~!"
17,17,2021-11-01,부산,시그니엘 부산,"모든 직원분들이 친절하게 응대해 주셨고, 수영장 뷰, 음식, 방뷰 모든게 좋았습니다. 그 중에 가장 좋았던건, 침대 ㅋㅋㅋㅋㅋㅋㅋ 아침에 일어나서, 이 배드 뭐지? ㅋㅋㅋ이대로 우리집으로 가지고 가고싶었습니다ㅋㅋㅋ 참고로, 거실에서 들리는 사람 소리나 옆방 소리 등, 소음관련 부분에서도 전혀 문제없었습니다. 어매니티, 캡슐커피, 수건, 슬리퍼 등 기본적인 것들도 잘 비치되어 있어 좋았습니다."
18,18,2021-11-01,부산,시그니엘 부산,친절하고 깨끗하고 너무 좋았습니다
19,19,2021-11-01,부산,시그니엘 부산,수영장 사이즈가 좀 작앗어요
20,20,2021-11-01,부산,시그니엘 부산,친절하고
21,21,2021-10-01,부산,시그니엘 부산,스탭들이 모두 정말 친절했고 무료 자켓 탈취 서비스도 유용했다. 조식 종류가 다양하고 베이커리류가 특히 맛있었다.
22,22,2021-10-01,부산,시그니엘 부산,업그레이드해주셨는데 너무 좋았습니다
23,23,2021-10-01,부산,시그니엘 부산,객실 청결등 만족
24,24,2021-10-01,부산,시그니엘 부산,만족. 직원의 친절함.
25,25,2021-10-01,부산,시그니엘 부산,조식이 다소 비싼감은 있으나 충분히 값어치를 한다고 생각합니다. 가장 뷰가 좋은 자리를 안내해주시는 직원분들의 센스가 참 좋았습니다.
26,26,2021-09-01,부산,시그니엘 부산,여태 먹어본 조식중에서 최고였습니다. 근처에 살았으면 조식을 따로 먹으러 갔을것 같네요.
27,27,2021-10-01,부산,시그니엘 부산,직원들의 서비스가 너무 좋았고  미포항이라는 위치 그리구 생각보다 한산했던 수영장  그리고 쾌적함 깔끔함 청소상태 모두모두 좋았습니다 특히 배게를 선택할 수 있는 서비스가 신선했고  연휴인데도 쾌적하게 휴가를 즐길 수 있어서  좋았습니다
28,28,2021-09-01,부산,시그니엘 부산,"직원분들의 전문성과 친절함이 가장 좋았습니다. 아이가 벌레에 물렸는데 연고, 냉찜질팩을 전달해주시고 지속적인 관심을 가져주셨습니다."
29,29,2021-09-01,부산,시그니엘 부산,바다보이는수영장 와~^^^^^^^친절하게대해주셔서감사합니다!.녹차쿠키 너무맛나서 또가고 싶네요
30,30,2021-09-01,부산,시그니엘 부산,해운대 바다가 한눈에 들어오는 아름다운 뷰를 감상합니다. 해운대 오른쪽편 달맞이길 바로 옆이라 산책하기 좋습니다. 침구가 매우 푹신하여 숙면을 취할수 있었습니다. 8층 인피니티 수영장에서 바라보는 해운대가 너무 멋있습니다. 훌륭합니다. (수영장뷰 대박)
31,31,2021-09-01,부산,시그니엘 부산,"조용하고 처음 객실까지 안내해주시는 분이 너무 친절하게 웃으면서 알려주셔서 너무 좋았어요 베게도 고를 수 있고, 라운지도 이용가능하고 편히쉬다가 왔습니다."
32,32,2021-08-01,부산,시그니엘 부산,위치 좋음. 해운대 블루라인 해변열차 좋음.
33,33,2021-08-01,부산,시그니엘 부산,"직원들의 응대가 너무 친절하고, 요청사항에 대한 처리도 너무 확실해서 호텔에 머무는 시간이 너무 편안했습니다. 객실창문이 오픈 가능한것도 좋았습니다. 인피니티풀도 인상적이었고 해운대가 가까운점, 그리고 미포항부터 송정항까지 운행하는 블루기차와의 거리가 가까운것도 참 좋았습니다."
34,34,2021-07-01,부산,시그니엘 부산,위치나 서비스는 뛰어납니다.
35,35,2021-08-01,부산,시그니엘 부산,너무나도 친절했고 요구사항을 최선을 다해 들어주려고 해주시는게 좋았어요~ 처음 도착했을 때 묻지않아도 이용하는데 불편함이 없도록 이것저것 자세하게 설명해주셔서 좋았어요~ 마지막으로 뷰가 넘 좋았어요~~
36,36,2021-07-01,부산,시그니엘 부산,"여름이 오기 전 붐비지 않는 시기에 다녀왔습니다~ 시그니엘 서울과는 다른 부산만의 장점이 가득하네요 청사포쪽,비치쪽 모두 장점이 각각 있는 객실이며,  음식 또한 만족스러웠습니다~ 이번 가을에는 레지던스로 예약해보았는데 기대가 됩니다^^"
37,37,2021-08-01,부산,시그니엘 부산,위치며 오션뷰며 너무좋습니다 직원들도 너무 친절하시고 방음도 잘 되고 너무 좋았습니다. 호텔서 꼼짝을 안해도 될 정도로 좋았네요.야외 수영장도 실내수영장도 온탕도 짱 입니다.
38,38,2021-07-01,부산,시그니엘 부산,직원분들의 친절도나 서비스는 다른 호텔에 비해 좋았습니다
39,39,2021-07-01,부산,시그니엘 부산,해변 접근성 좋아요
40,40,2021-07-01,부산,시그니엘 부산,객실분위기나 같이 숙박했던 손님들끼리의 성숙도도 있어보였고 확실히 주변 어느숙소보다도 격식있었습니다.
41,41,2021-07-01,부산,시그니엘 부산,"야외수영장 수질이 깔끔해서 좋았음, 조식 퀄리티 좋았음, 원두 블랜딩 커피 맛있음. 베개 타입 고를수 있는 점 좋음. 침구류 좋음."
42,42,2021-07-01,부산,시그니엘 부산,친절한직원 가장 최근에지어진 호텔인만큼 청결한시설
43,43,2021-05-01,부산,시그니엘 부산,가격이 높고 비싸요.  그리고 제 룸이 뷰가 측면 이었습니다.
44,44,2021-06-01,부산,시그니엘 부산,직원들 정말 친절하고 프리미어 오션 뷰 룸 생각보다 넓어서 좋았습니다. 객실뷰는 두말할 필요 없구요 ㅎ  잠자리도 편안합니다.
45,45,2021-06-01,부산,시그니엘 부산,침구류가 소리가 안나고 포근해서 피로를 풀 정도로 깔끔하고 직원들 서비스는 최상임 세계 좋은 호텔만큼 서비스 질은 좋았습니다
46,46,2021-06-01,부산,시그니엘 부산,"최근에 비슷한 가격으로 제주 신라호텔, 롯데호텔에도 몇박 투숙했었는데, 물론 제주도라 더 비쌌겠지만 확연하게 이번 시그니엘 투숙 경험이 좋았습니다. 체크인부터 대기할 공간도 꽤 마련돼있었고, 직원분이 안내도 친절하게 해주셨습니다. 전반적으로 직원분들 다 친절하셨어요! 숙소는 새거일수록 좋다는 말이 딱이었어요 ㅎㅎ 803호 미포항 뷰였는데 바다가 정면에 한눈에 보이게 침대가 놓여 있어서 특히 너무 좋았어요. 침구도 아주 편안했고 전반적인 인테리어도 고급스러우면서도 푸른빛으로 되어 세련되고 예뻤습니다. 웰컴티에 티푸드로 작은 쿠키가 준비된것도 센스있었고, 이용하진 않았지만 미니바 메뉴도 탐나게 잘 꾸려져 있었어요 ㅎㅎ 어메니티도 좋고 샤워타올 대신 해면스펀지(?)같은게 있었는데 그런 디테일 하나하나가 고급스럽고 좋았습니다! 강력추천해용.. 전망대도 투숙객에게는 할인돼서 한적하게 잘 봤어요 ㅎㅎ"
47,47,2021-06-01,부산,시그니엘 부산,서비스가 너무 좋았습니다 뷰도 너무 좋았구요
48,48,2021-06-01,부산,시그니엘 부산,"직원들의 서비스와 친절도가 매우매우 좋았고, 제가 가본 호텔 중 최고의 친절과 서비스 만족도가 높았습니다. 다시한번 가고 싶은 호텔이었습니다."
49,49,2021-06-01,부산,시그니엘 부산,엄청난 친절함 좋은 웰컴 샴페인 이래도 되나 싶을정도의 친절함
50,50,2021-06-01,부산,시그니엘 부산,"모든 게 좋았지만 룸서비스가 두 번 잘못 올라왔어요. 첫 번째는 얼음컵이 안 왔고, 두 번째는 커피가 안 왔는데 커피는 나중에 아셨는지 추가로 가져다주셨고요. 또 조식 시킬 때 직원분의 설명이 조금 부족해서 메뉴를 중복으로 시키게 되었어요... 브레드 바스킷 메뉴가 크루아상에 토스트뿐인 점도 아쉬웠고요. 룸서비스 직원분들은 너무 친절하셨는데 사소한 실수가 있었던 게 아쉬워요. 하지만 그것 말고는 완벽했습니다."
51,51,2021-06-01,부산,시그니엘 부산,직원 분들 서비스 위치 뷰 온수풀 룸서비스
52,52,2021-06-01,부산,시그니엘 부산,전망과 라운지 이용은 굿굿!
53,53,2021-06-01,부산,시그니엘 부산,완벽해요
54,54,2021-06-01,부산,시그니엘 부산,일단 룸이 조용합니다. 복도 소음이 안들려서 좋았어요.  시설이나 친절도도 높고 - 이정도는 기본이지만..  지내기 불편함 크게 없었습니다.
55,55,2021-06-01,부산,시그니엘 부산,부산오면 창문 열려서 밤에 파도소리 들을수 있는 곳 가는게 좋더라구요 룸서비스에서 한 식사도 맛있었습니다
56,56,2021-05-01,부산,시그니엘 부산,위치가 굿이네요^^ 조금만 더 저렴하면 더 자주자주 방문할듯요#
57,57,2021-05-01,부산,시그니엘 부산,방이넓고 지은지얼마안되서 모든게 다깨끗한편이었어요 서비스도 말만친절하기보다는 직접이용할수있는 다림징서비스나 웰컴티나 짐가져다주시는 서비스까지 확실히달라요 특히 라운지이용이 진짜추천해요 방에서는 휴식만하규 긴식이 해결되는곳이있어서 부산에사는 여기가 1등인듯해요
58,58,2021-05-01,부산,시그니엘 부산,"뷰가 너무 예뻣고, 객실을 더 잘 보이는 곳으로 옮겨달라고 했는데 옮겨주셔서 너무 뜻깊은 휴식 여행이 되어서 좋았습니다."
59,59,2021-05-01,부산,시그니엘 부산,"해운대의 끝자락에 위치했지만 미포항역부터 시작되는 해변 산책로가 걸어서 1분 거리에 있어서 해운대와 해변산책로를 모두 만끽할 수 있는 좋은 위치며, 롯데시그니엘에 걸맞는 편안한 침구류, 어매너티, 서비스와 오션뷰, 인피니티풀, 저녁부페 처럼 다양한 음식의 아침부페, 빠른 체크아웃 등이 좋았다."
60,60,2021-04-01,부산,시그니엘 부산,"좋은 뷰, 최고의 서비스"
61,61,2021-04-01,부산,시그니엘 부산,시설이 너무 좋았어요
62,62,2021-05-01,부산,시그니엘 부산,아침식사도맛있고 너무 친절해서 편안한휴식을 취했습니다.
63,63,2021-05-01,부산,시그니엘 부산,"직원들이 너무 친절합니다. 제가 가본 부산 호텔 중 가장 친절! 해외 고급 호텔 서비스와 비슷했습니다. 웰컴 서비스 다과, 중간 방 점검서비스도 좋았고 특히 더 뷰 레스토랑 뷔페는 꼭 먹어봐야 한다고 생각합니다."
64,64,2021-04-01,부산,시그니엘 부산,"한국/해외 에서 묵었던 모든 숙소중 1위로 친절하다. 침구가 여태것 경험해보지 못한 편안함이다. (검색해보니 이탈리아 프레떼 라는 브랜드인데 베게가 200만원이 넘는다). 뷰와 청결도 모두 최상, 1층 와인샵에는 브르고뉴와인도 다양하게 있다"
65,65,2021-05-01,부산,시그니엘 부산,직원분들이 너무 친절해서 잘 쉬었습니다 최고의 서비스를 느꼇습니다
66,66,2021-05-01,부산,시그니엘 부산,직원들의 친절이 좋았음
67,67,2021-04-01,부산,시그니엘 부산,전체적으로 기대한만큼 좋았습니다.  룸 업그레이드도 해주셔서 즐겁고 행복한 시간 되었습니다.
68,68,2021-04-01,부산,시그니엘 부산,"1박 일정 중 내내 호텔에서만 있었는데도,  시간이 부족하다고 느껴졌어요  주말 예약이라서 체크인/아웃 줄이 매우 길었는데,  컨시어지 데스크를 통해서 융통성있게 기다리지 않도록 배려해주시는 직원분들의 센스가 훌륭했어요  인피니티풀은 정말 좋았는데 물이 따뜻하긴 해도 4월 날씨에 바다바람이 부니 춥다고 느껴졌어요  그래도 실내외를 오가며 즐길 수 있다는 점이 정말 좋았고,  저녁부페도 아주 훌륭했습니다!  라운지 이용할 수 있는 점이 좋긴 하지만,  음료 외에 요기할만한 음식은 거의 없다고 보심 됩니다. 사우나도 하고 싶었지만 코로나로 자제했어요  나중에 꼭 다시 가고싶은 호텔이에요~ 혹시 좋은 프로모션이 있다면 더욱 좋을 거 같구요"
69,69,2021-04-01,부산,시그니엘 부산,입지요건이 훌륭하여 바다 앞이라는점과 직원분들의 친절도 룸컨디션 청결상태는 최상이었습니다
70,70,2021-04-01,부산,시그니엘 부산,라운지 직원 및 객실안내 친절함이 넘 좋았습니다
71,71,2021-04-01,부산,시그니엘 부산,직원들 넘 친절.
72,72,2021-04-01,부산,시그니엘 부산,직원 친절과 응대는 최고. 시설은 아주 좋아요  음식은 서울 보다 나은듯 excellent
73,73,2021-04-01,부산,시그니엘 부산,직원분들이 너무너무 친절하고 룸컨디션도 정말좋았어요 해운대뷰룸이었는데 전망이 끝내줍니다
74,74,2021-04-01,부산,시그니엘 부산,조식도좋고 너무편하고 뷰도넘나좋았어요
75,75,2021-03-01,부산,시그니엘 부산,직원분들의 세심함과 따뜻한 말 한마디가 기분좋은 추억을 남겨주었습니다. 야외수영장이 좋습니다.
76,76,2021-03-01,부산,시그니엘 부산,위치좋고 직원들서비스마인드좋고 금액저렴하고 청결상태좋고 매우만족스러운 숙박이였습니다
77,77,2021-03-01,부산,시그니엘 부산,직원분들의 태도..사실 가성비숙소는 아니지만 시그니엘과 같은 서비스와 직원분들의 태도를 접해본 느낌은..내가100프로 쉴 수있는 환경과 상황을 만들어준다고 느꼈습니다. 결론은 그냥 다 좋았습니다.
78,78,2021-03-01,부산,시그니엘 부산,"안좋았던 점이 없었어요... 객실, 뷰, 위치, 서비스, 부대시설, 라운지 까지 모든게 완벽했던 숙소입니다. 가격대가 있으니 가성비라는 말을 쓰기는 애매한데, 정말 가격이 하나도 아깝지 않은 완벽한 숙소였습니당"
79,79,2021-03-01,부산,시그니엘 부산,친절하고 객실도 너무 좋아요.. 또 가고 싶어요..
80,80,2021-03-01,부산,시그니엘 부산,깨끗함 조용함 뷰가 너무 좋음
81,81,2021-03-01,부산,시그니엘 부산,편안하게 아주 좋았습니다
82,82,2021-03-01,부산,시그니엘 부산,직원들 친절하고 룸도 쾌적하고 어메니티 훌륭 베딩은 퍼펙트 또오고싶네요
83,83,2021-03-01,부산,시그니엘 부산,넘 친절하셨고 저녁에 턴다운 서비스가 있어 하루에 두번씩 객실 신경써주시는 느낌을 받았네요! 샴페인 서비스도 굿굿. 식당들도 맛있습니다.
84,84,2021-03-01,부산,시그니엘 부산,"처음방문해보고, 서비스도 다 좋아서  다른친구들과 다시 방문 했습니다.  추천 드리며, 신랑이랑 기념일때 또 가고싶네요 ^^  위치도, 배달음식도 잘오고, 가성비 너무 좋습니다."
85,85,2021-03-01,부산,시그니엘 부산,직원들의 서비스가 너무 마음에 듭니다
86,86,2021-02-01,부산,시그니엘 부산,"서비스가 상당히 맘에 듭니다. 또한, 체크인도 편하게 할수 있어 좋네요. 조식먹을때도 직원들이 머리도 깔끔하게 묶고 서빙하니 좋은것 같아요 룸 컨디션도 좋네요~ 편하게 쉬다 왔습니다~"
87,87,2021-02-01,부산,시그니엘 부산,위치도 좋고 조식도 좋았어요.
88,88,2021-02-01,부산,시그니엘 부산,친절한 직원들이 좋습니다
89,89,2021-02-01,부산,시그니엘 부산,체크인부터 체크아웃까지 흠 잡을 곳 하나가 없네요 서비스와 시설이 국내 최고인 거 같아요 !
90,90,2021-02-01,부산,시그니엘 부산,친절함
91,91,2021-02-01,부산,시그니엘 부산,서비스좋고 친절하고 너무좋습니다
92,92,2021-01-01,부산,시그니엘 부산,직원들이 너무 친절해요.
93,93,2021-01-01,부산,시그니엘 부산,직원들 서비스 최고였습니다. 새건물이라 깔끔한데다 편안하고 포근한 느낌의 인테리어도 마음에 들었습니다. 해운대 갈 때마다 예약할 것 같아요
94,94,2020-12-01,부산,시그니엘 부산,아름다움같이
95,95,2020-12-01,부산,시그니엘 부산,유리창이 통창이었으면 더 좋았을듯
96,96,2020-12-01,부산,시그니엘 부산,다 만족스러웠어요~
97,97,2020-12-01,부산,시그니엘 부산,체크인이 정말편했어요
98,98,2020-12-01,부산,시그니엘 부산,"여러군데 호텔을 다녀봤지만, 아침은 여지껏 기억에 남을 정도로 (좋은 쪽으로) 완벽했던 아침이었던 것 같습니다. 투숙객 할인으로 되게 좋은 가격에 좋은 서비스로 아침을 먹었네요."
99,99,2020-12-01,부산,시그니엘 부산,깨끗함
100,100,2020-12-01,부산,시그니엘 부산,최고입니다
101,101,2020-12-01,부산,시그니엘 부산,직원들이 친절했어여
102,102,2020-11-01,부산,시그니엘 부산,방까지 안내해주고 짐을 들어준 직원이 정말정말 친절했다. 팁을 드려야하나 혹시 실례는 아닌가 고민이 되었다. 남성분이셨는데 너무 친절해서 칭찬글을 올리고싶었다
103,103,2020-11-01,부산,시그니엘 부산,처음 로비에서 부터 직원들이 친절했고 침구류들도 다 좋았어요! 어메니티들도 좋아서 만족합니다.
104,104,2020-11-01,부산,시그니엘 부산,"다 마음에 들었는데, 체크아웃 후 출차 시 주차등록이 안되어있다고 해서 조금.. 당황했네요. 나머지는 모두 만족했습니다:)"
105,105,2020-11-01,부산,시그니엘 부산,직원분들 친절함에 대대대대만족합니다😍
106,106,2020-11-01,부산,시그니엘 부산,시설은 가격이 가격인만큼 좋고 그러나 직원분들 서비스는 최상이였음
107,107,2020-11-01,부산,시그니엘 부산,"룸 전망이 너무 좋았고, 지내는동안 보는분들 모두가 너무 친절하셔서 행복한시간 보내다갔네요! 체크인 아웃해주신분들 특히 감사했고 문의 전화자주드렸는데도 친절히 응대해주셔서 감사했습니다~ 컨디션 너무좋았고 룸에 욕실화장실도 나뉘어있고 침대도 너무 좋고 부족한게 하나도 없었습니다. 다음에 또갈꺼같아요~"
108,108,2020-11-01,부산,시그니엘 부산,"뷰도 좋고, 직원분들도 너무너무 친절하고, 바로 앞에 해운대가 있고, 조식도 다 맛있고, 헬스장이며 수영장도 모두 다 너무 좋았습니다. 아 그리고 저녁에 룸을 한번 정리해 주는 서비스도 좋았어요. 덕분에 정말 잘 쉬었습니다."
109,109,2020-10-01,부산,시그니엘 부산,"기존 바다만 보이느 해운대의 다른 오션뷰 호텔에 비해 시티+바다뷰가 보이는 전망이 좋았습니다. 숙박한 방은 하버뷰에 투숙했는데, 하버뷰도 달맞이 고개 쪽 뷰가 잘 보여서 전망이 좋았습니다ㅎㅎ 어떤 뷰를 선택해서 숙박해도 좋을 것 같습니다!"
110,110,2020-10-01,부산,시그니엘 부산,아침 조식 퀄리티 높고 맛있었어요.. 뷰가 좋았어요
111,111,2020-10-01,부산,시그니엘 부산,룸서비스 음식과 투숙객 전용 라운지 이용이 매우 좋았습니다. 전체적인 공간이 넓지 않아 프라이빗한 느낌이었고 동선이 복잡하지않아 좋았습니다. 또한 숙소 청결도나 전체적인 인테리어도 좋았습니다. 직원분들도 매우 친절하셨구요. 조식도 서울 시그니엘에 비해 구성이 다양한 점은 좋았습니다. 아이들이 노는 키즈룸도 꽤 괜찮아 보였어요.
112,112,2020-10-01,부산,시그니엘 부산,"객실 내 침구 포근하며 취향에 맞게 베개도 선택 가능합니다. 조식, 키즈라운지, 살롱 모두 만족합니다. 직원들이 제공한 모든 서비스가 훌륭해요. 특히 우리 아가가 애지중지 아끼는 동생 인형을 눕혀 뒀는데, 그 모습을 기억하시곤 룸 정리 할 때마다 아가 인형 침구(?)까지 깔끔하게 유지해주시는 모습을 보고 .... 감동했네요. 대만족입니다. 국내 호텔 중 정말이지 탑입니다 !!! 재방문의사 500%입니다."
113,113,2020-10-01,부산,시그니엘 부산,직원서비스는 최상입니다
114,114,2020-10-01,부산,시그니엘 부산,"트리플 룸으로 예약, 체크인 시 업그레이드 받아서 오션뷰로 받았어요  인피니티풀이 너무 좋아요"
115,115,2020-10-01,부산,시그니엘 부산,룸서비스로 조식을 시켰었는데 신속하고 정확하게 와주시고 친절하셨고 음식은 너무 맛있으며 푸짐했습니다 객실은 고급지고 편안하고 기대 이상으로 만족스러웠습니다. 다시 한번...아니 여러번 가고싶었어요
116,116,2020-10-01,부산,시그니엘 부산,시설도 좋고 뷰도 좋고 특히 직원분들이 너무너무너무 친절해서 좋았어요 정말
117,117,2020-10-01,부산,시그니엘 부산,방도 너무 깨끗했고 직원분들도 매우친절하얐습니다.수영장 물도 따뜻하고 모든게 만족스러웠어요~다음번엔 호캉스로 호텔의 모든 서비스를 즐기고싶게만들정도로 만족스러웠습니다 대만족!
118,118,2020-09-01,부산,시그니엘 부산,오픈한지 얼마 안되서 깨끗하고 서비스가 너무 좋고 직원들이 너무 친절해서 좋았습니다 또 가려구요^^
119,119,2020-09-01,부산,시그니엘 부산,부가 완전 짱!
120,120,2020-09-01,부산,시그니엘 부산,경치로는 세계 최고
121,121,2020-09-01,부산,시그니엘 부산,깨끗하고 친절함
122,122,2020-08-01,부산,시그니엘 부산,코로나로 인해 수영장 운영안했어요 ㅠㅠ
123,123,2020-08-01,부산,시그니엘 부산,생일이신분은 미리 말씀드려놓으면 케이크 준비가 된다고 합니다! 침대와 딥디크제품들 너무 좋았구요 수영장은 많이 작고 사진찍는사람들로 북적거렸어요ㅜㅜ 카바나 이용은 유료이고 무료인곳도 있었습니다만 너무 비싸요.. 그리구 그것도 예약해야된다는거ㅜㅜ 전체적으로 좋았지만 평일인데도 불구하고 성수기라 많이 비싸게 이용했습니다ㅜㅜㅜ
124,124,2020-08-01,부산,시그니엘 부산,다른 부분에서는 아쉬운점이 없었지만 수영장은 좀 별로얐어요.  성수기라 사람이 많았는데 수영장 케어가 전혀 안되고 있었어요.  모자 필수 착용도 6성급 호텔과는 좀 안 맞는 것 같아요
125,125,2020-08-01,부산,시그니엘 부산,"서비스, 룸컨디션 모두 좋았어요.  수영장도 매우 예뻤구요ㅎ"
126,126,2020-08-01,부산,시그니엘 부산,"호텔 위치는 정말 좋았고 부대시설도 깔끔, 청결했고 특히 직원분들이 너무나 친절했습니다."
127,127,2020-08-01,부산,시그니엘 부산,정말 층수 높고 멋지더라구요. 직원들도 매우 친절하고 인피니티 풀 뷰도 머지고 좋았습니다.
128,128,2020-08-01,부산,시그니엘 부산,직원 친절도와 깨끗한 점은 맘에들었습니다.
129,129,2020-08-01,부산,시그니엘 부산,직원분들이 로비에서부터 너무 친절해서 놀랬습니다! 체크인부터 체크아웃까지 같은분이셨는데 Jay라고 명찰에 적혀있더라고요! (미소가 넘 아름다오셨어요^^) 시설과 서비스 다 너무 만족스러워서 다음에도 또 들리고 싶네요!
130,130,2020-08-01,부산,시그니엘 부산,수영장이 좋았습니다. 침대도 편안했어요.
131,131,2020-08-01,부산,시그니엘 부산,"해수욕장과 파도소리를 들을수있는 특급호텔 인피니티풀, 음악이 끊이지 않던것, 엘리베이터가 매우좋음 무료라운지 이용, 친절함, 블루투스 스피커 구비, 최상급 어메니티 등"
132,132,2020-08-01,부산,시그니엘 부산,위치도 해운대 걷기에도 또 주변 맛집을 돌아다니기에도 좋았습니다.
133,133,2020-08-01,부산,시그니엘 부산,종업원들이 매우 친절함 신축이라 깔끔함
134,134,2020-08-01,부산,시그니엘 부산,최근시설이여서 너무 깨끗했구~~ 부산 해운대비치 전망을 보는것 자체가 최고죠~~^^
135,135,2020-08-01,부산,시그니엘 부산,뷰 좋고 직원들이 너무나 친절했다. 호텔 입구에서 부터 객실까지의 서비스 모두 만족스러웠다. 시설역시 신식이라 좋았다. 짐에 기구들이 너무나 좋았고 트레이너 분들이 배치되있는 것들도 만족스럽다~
136,136,2020-08-01,부산,시그니엘 부산,시설훌륭하고 라운지근사하고 뷰좋구 멋진호텔입니다 서비스도좋았는데..특히 비오는날 택시부르는데도움준 박민규(벤자민)직원칭찬합니다 택시기사가호텔을못찾았는데 넘오랜시간...끝까지인내심을가지고 도와줘서 무사히택시를탈수있었어요 보기드물게 인내심강하고친절한 넘멋진직원이라오래기억날거같습니다 전체적으로 서비스가좋은호텔입니다~
137,137,2020-08-01,부산,시그니엘 부산,"아침식사, 뷰, 룸컨디션 모두 만족스럽습니다."
138,138,2020-07-01,부산,시그니엘 부산,직원들이 친절하고 도와주려는 노력이 보임. 위치가 매우좋음.
139,139,2020-08-01,부산,시그니엘 부산,최고의 뷰. 라운지 시설 등 모든것이 다 좋음
140,140,2020-08-01,부산,시그니엘 부산,새로생긴건물이라 깔끔하고 좋아요 지방문의사 있습니다!
141,141,2020-08-01,부산,시그니엘 부산,직원분도 친절하시고 전반적으로 만족스러움
142,142,2020-08-01,부산,시그니엘 부산,바다를 마음껏 즐기다
143,143,2020-07-01,부산,시그니엘 부산,호텔 출입구가 해운대 뒷편 언덕에 위치해 접근성이 떨어짐
144,144,2020-07-01,부산,시그니엘 부산,수영장이 좋았습니다 투숙객 라운지도좋구요 라운지가키즈도 갈수있어서 너무 좋았습니다 가격이 당연히 비싸지만 이것저것따져보면 꼭가볼만한 호텔입니다
145,145,2020-07-01,부산,시그니엘 부산,침구가 진짜 좋았어요.
146,146,2020-07-01,부산,시그니엘 부산,압도적인 뷰와 침구의 편안함. 세련된 분위기
147,147,2020-07-01,부산,시그니엘 부산,"직원분들의응대,룸서비스가 특히나 너무좋았습니다!"
148,148,2020-07-01,부산,시그니엘 부산,객실내 비품 상태가 우수하고 청결 상태가 매우 맘에 들었습니다.
