,index,date,region,hotel,review_positive
17275,70120,2021-02-01,강원도,세인트존스 경포호텔,빠른체크인과 체크아웃이 좋았어요
17276,70121,2020-12-01,강원도,세인트존스 경포호텔,위치가굿
17277,70122,2021-02-01,강원도,세인트존스 경포호텔,전반적으로 객실이 깔끔하고 좋았어요
17278,70123,2021-02-01,강원도,세인트존스 경포호텔,"강릉 갈때마다 이용합니다. 전망, 가성비 좋고, 깨끗합니다."
17279,70124,2021-02-01,강원도,세인트존스 경포호텔,"해변 위치 좋고, 주위 식당 많음.  편의점 3개 정도 위치함.  흡연실 외부에 따로 있음.  소나무 숲이 해변에 가까이 있어 좋음.  모래 상태 좋음 . 바다 깨끗함"
17280,70125,2021-02-01,강원도,세인트존스 경포호텔,"청결, 편의시설 이용, 위치 등 최상급"
17281,70126,2021-02-01,강원도,세인트존스 경포호텔,오션뷰로 해서 숙소에서도 바다가 훤히 보여 좋았다. 편의시설이 많고 어딜 가더라도 멀지 않아서 위치가 좋았다
17282,70127,2021-02-01,강원도,세인트존스 경포호텔,깨끗하고 편안하게 쉴 수 있었습니다
17283,70128,2021-02-01,강원도,세인트존스 경포호텔,성수기때는 위치적 조건이 좋을거라 예상
17284,70129,2021-02-01,강원도,세인트존스 경포호텔,"머리털나고 첨 겪어보는 체크인전쟁, 체크아웃 시간엔 엘베 30분 넘게 기다림. 애견동반 객실은 층을 다르게 주었으면 함"
17285,70130,2021-02-01,강원도,세인트존스 경포호텔,조식이 맛있고 바다뷰가 좋았어요
17286,70131,2021-02-01,강원도,세인트존스 경포호텔,아침no
17287,70132,2021-02-01,강원도,세인트존스 경포호텔,맛집이나 가볼만한 곳들과 가까워서 좋았습니다.
17288,70133,2021-02-01,강원도,세인트존스 경포호텔,룸컨디션도 좋고 직원분들도 친절하세요. 가성비 좋습니다.
17289,70134,2021-02-01,강원도,세인트존스 경포호텔,소음천국 엘리베이터 타는데 웨이팅 30분  말이 됩니까? 코로나시대에
17290,70135,2021-02-01,강원도,세인트존스 경포호텔,강아지들과 편안하게 묵고 바다뷰라서 좋았어요
17291,70136,2021-02-01,강원도,세인트존스 경포호텔,숙소에서 바라보는  바다풍경
17292,70137,2021-02-01,강원도,세인트존스 경포호텔,"주변에 공사하는지 소음이 심했고, 슬리퍼가없어 찬바닥에 맨발로 다녔슴"
17293,70138,2021-02-01,강원도,세인트존스 경포호텔,두번째 방문인데 강릉역에서도 멀지않고 주변 편의시설이 가까워서 좋아요
17294,70139,2021-02-01,강원도,세인트존스 경포호텔,청결함과 친절함
17295,70140,2021-02-01,강원도,세인트존스 경포호텔,뷰가 좋았어요
17296,70141,2021-02-01,강원도,세인트존스 경포호텔,위치와 바다 전망은 좋음
17297,70142,2021-02-01,강원도,세인트존스 경포호텔,조금 최근에 생긴거라는 점 빼고는 좋았던거는 없네요. 체크인 대기를 3시간 정도하고서야 방에 입성 엘베는 기본 15분 기다리고... 오기전에 아기가 있어서 볓가지 요청드림. 방 방역을 잘 신경써 주시고 아이가 어리니 베드가드와 기왕 돈들여서 바다 전망으로가니 높은층으로 부탁한다했는데. 전화와서 저희는 방역같은건 하지 않는다네요. 베드가드는 객실 3분에 2기 차서 없다고 하고.... 참고참아 그러려니 그럼 층수좀 잘 배정해달라고했는데. 도착해보니 7층..... 아래 차소리가들리고..... 방은 보통 원룸의 반만한 크기에다 청소는 개뿔 저희가 와서 물티슈로 바닦 청소하고 방 사용... 모래가 여기저기 있고  끈적거리더군요... 메이드 분들은 복도에서 싸우고있고... 자는데 옆방 아랫방 윗방 소리에 애는 자꾸 깨고... 저도 잠을 못자겠더군요... 28만원 짜리 펜션을 갈껄........ 최악.....
17298,70143,2021-02-01,강원도,세인트존스 경포호텔,그냥 위치 좋았고 깔끔했다
17299,70144,2021-02-01,강원도,세인트존스 경포호텔,4벉째 숙박인데 매번 느끼는것이지만 방음이 제대로 안돼 옆방 소음이 심하고 갈수록 서비스는 형편 없어짐
17300,70145,2021-02-01,강원도,세인트존스 경포호텔,짱구랑 세가족이 즐거운 여행! 소중한 추억!
17301,70146,2021-02-01,강원도,세인트존스 경포호텔,딱 하나 청결하다는거 ........ 객실청소하시는 직원들은 제대로 채용한듯....
17302,70147,2021-02-01,강원도,세인트존스 경포호텔,"부분바다전망이라도 경포대가 워낙 길어서 전망이 좋았고, 각종부대시설도 깨끗하고 훌륭했어요."
17303,70148,2021-02-01,강원도,세인트존스 경포호텔,"일부러 오션뷰로 예약했는데 진짜 돈이 하나도 아깝지 않은 숙소였습니다. 정면이 막히지 않은 오션뷰에, 객실 상태도 우수했습니다. 침구류도 완벽해서 잘 쉬다가 왔습니다. 체크인하기 전에 짐 맡기는 서비스도 이용했는데 직원분들도 무지 친절하세요 :)"
17304,70149,2021-02-01,강원도,세인트존스 경포호텔,친절함이 베어 있었고 항시 웃음으로 반겨주어서 인상이 좋았습니다 가성비 대비 무척 좋앗으며 청결도는 물론 좋았네요 아기가 있어 청결도를 많이 봤는데 재투숙하고 싶을만큼 좋았어요
17305,70150,2021-01-01,강원도,세인트존스 경포호텔,"평일에 가서 그런지 가격이 괜찮았고 숙소의 위치, 전망, 청결도 모두 좋았습니다."
17306,70151,2021-02-01,강원도,세인트존스 경포호텔,강릉 놀러갈때마다 묵었던 숙소인데 이번엔 청소상태 최악이었음. 바닥에 머리카락 수두룩하고 3명이서 가는데 셋팅상태 다 2인 기준;; 앞으론 굳이 숙박하지 않을 것 같음
17307,70152,2021-02-01,강원도,세인트존스 경포호텔,아침식사 굿 깨끗해서 마음에 들었습니다
17308,70153,2021-01-01,강원도,세인트존스 경포호텔,숙소 베란다에서 해돋이를 볼 수 있어서 무척 좋았습니다.
17309,70154,2021-01-01,강원도,세인트존스 경포호텔,위치가 좋습니다 해변 바로 앞이라서 편안하게 해변 산책하고 숙소로 돌아와서 쉬고 하며 자주 바닷가 구경할 수 있습니다
17310,70155,2021-01-01,강원도,세인트존스 경포호텔,해돋이 때는 좋았음 좋은점..은 글세요....많이 없었습니다.
17311,70156,2021-01-01,강원도,세인트존스 경포호텔,위치 및 부대시설
17312,70157,2021-01-01,강원도,세인트존스 경포호텔,전망 (오션뷰)
17313,70158,2021-01-01,강원도,세인트존스 경포호텔,"칫솔이 없어요... ㅡ,.ㅡ"
17314,70159,2021-01-01,강원도,세인트존스 경포호텔,"뷰, 침대 사이즈가 특히 좋았습니다. 편의시설도 잘 갖춰져 있어서 편리했고 만족스러웠어요."
17315,70160,2021-01-01,강원도,세인트존스 경포호텔,숙소 뷰나 직원들 친절함 모두 좋았다. 침대도 편해 좋았다
17316,70161,2021-01-01,강원도,세인트존스 경포호텔,파다앞 호텔 경치 굿
17317,70162,2021-01-01,강원도,세인트존스 경포호텔,침구류가 편안함. 방이 아득하고 편안함. 청결했음. 음료수를 보관할 수 있는 무소음 냉장고가 아주 좋았음. 도시전망이였는데 뻥 뚫린 느낌이 좋았음.
17318,70163,2021-01-01,강원도,세인트존스 경포호텔,부분 바다조명이었지만 일출 잘 봤습니다.
17319,70164,2021-01-01,강원도,세인트존스 경포호텔,깔끔하고 너무 좋았습니다♡
17320,70165,2021-01-01,강원도,세인트존스 경포호텔,Ocean view 가 좋았음
17321,70166,2021-01-01,강원도,세인트존스 경포호텔,위치도 좋았고 경치도 좋았고 방 컨디션도 좋았고 아침룸서비스도 좋았음~!!모든게 만족스러웠음~!!다음에 그지역을 가게된다면 또 머물계획임
17322,70167,2021-01-01,강원도,세인트존스 경포호텔,바다가 가까워서  너무 좋았어요 침대 누워서  보니 수평선이랑 같이 보여서 배탄거 같아서 색달랐네요
17323,70168,2021-01-01,강원도,세인트존스 경포호텔,애견동반가능
17324,70169,2021-01-01,강원도,세인트존스 경포호텔,구석 구석 도배지 떨어져있고 가격대비 퀄리티 떨어집니다. 조식이라고 나온 도시락은 먹잘것 없는 성의없는 한솥도시락보다 못함. 침구에 머리카락 발견 . . . .
17325,70170,2020-12-01,강원도,세인트존스 경포호텔,"호텔 조식으로 2인으로 신청하여 양식과 한식으로 먹었어요. 양식은 간편 조식으로 부담없이 먹었고,  한식은 갈비탕으로 맛있게 먹었던 기억이 있었어요. 부담없이 나쁘지 않게 맛있게 잘 먹었어요."
17326,70171,2021-01-01,강원도,세인트존스 경포호텔,전부
17327,70172,2021-01-01,강원도,세인트존스 경포호텔,그냥 고층에서 시원한 해변을 바라 볼 수 있는 view가 좋았다.
17328,70173,2021-01-01,강원도,세인트존스 경포호텔,상기 아쉬운 점을 제외한 모든 것이 정말 만족스러웠습니다. 특히 직원분들이 친절하여 너무나 기분이 좋았습니다. 비싼 값이 전혀 아깝지 않았습니다. 재방문의사 10000%입니다.
17329,70174,2020-12-01,강원도,세인트존스 경포호텔,걍가라좋다
17330,70175,2020-12-01,강원도,세인트존스 경포호텔,오션뷰 호텔을 선호하시는 분들이라면 무조건 추천. 호텔 내에 가까운 상업시설도 잘 구비되어 있어 멀리 돌아다니지 않아도 근처에서 호캉스다운 호캉스가 가능하다. 강릉역+터미널까지 일 5회 운행되는 셔틀버스도 뚜벅이 여행자에겐 장점. 침대 매트리스도 안락하고 내부 설비 청결도도 높다.
17331,70176,2020-12-01,강원도,세인트존스 경포호텔,"4성급 호텔로 과장광고 하시면 안될것 같네요.   성수기라 1박에 35-40만원에 2박 예약하고 갔는데 1박후 환불도 안받고 그냥 나왔습니다..  체크인부터 선불로 호텔비 내라하고 체크인시에  라운지 이용료니 조식이니 결제하지 않으면 추후 할인이  안된다는둥 계속 돈을 쓰게 만드는 이야기만 하시는데  무슨 4성 호텔에서 이렇게 선불로 방값을 내고 자꾸 프로모션 이야기하는 것은 처음입니다. 미취학아동 둘 4인 가족이라 코로나도 그렇고 룸서비스 로 방에서 취식하려고 했는데 룸서비스도 없다하고, 안내문에는 조식은 도시락으로 제공한다고 하고 주문하려고 하니 하루전에 예약한다하고..   그냥 시설이 깔끔한 대형 모텔수준의 숙박시설이고 호텔이라는 표현을 하기에는 서비스와 시스템이 정말 엉망입니다. 주차장도 포화라 외부주차장을 이용하라고 하질 않나.. 주차에 거의 1시간 걸렸네요...  그냥 모텔급으로 광고하시면 기대를 안하니 실망하지  않겠지만.. 4성급으로 허위광고 비슷한 기망행위 근절 바랍니다."
17332,70177,2020-12-01,강원도,세인트존스 경포호텔,"뷰가 참 좋았어요, 푹 쉬다 갔네요"
17333,70178,2020-12-01,강원도,세인트존스 경포호텔,바로 앞에 바다가 펼쳐져있어서 전망 하나는 독보적으로 좋습니다 시설도 신식이라 매우 좋습니다
17334,70179,2020-12-01,강원도,세인트존스 경포호텔,애견과 함께 가능해서 좋았습니다
17335,70180,2020-12-01,강원도,세인트존스 경포호텔,층간 소음도 너무 심하고 화장실 하수구 냄새도 너무 났습니다.
17336,70181,2020-12-01,강원도,세인트존스 경포호텔,코로나 때문에..제대로 된 조식부페를 이용할 수 없어서 무척 아쉬웠습니다 다만 그런 아쉬움을 어느정 도 해소할 수 있도록 호텔측에서 음식을 기본적으로 마련해 주셨고 갈비탕과 같은 특별한 메뉴를 추가하여 그래도 만족하였습니다. 또한 방역지침에 따라 접촉과 동선을 최소화 할 수 있도록 신경써준점은 무척 만족스럽습니다.
17337,70182,2020-12-01,강원도,세인트존스 경포호텔,특별히 좋다고 할 만한 것은 없습니다.
17338,70183,2020-12-01,강원도,세인트존스 경포호텔,세번째 방문이지만 강릉호텔증에 제일좋은거 같아요
17339,70184,2020-11-01,강원도,세인트존스 경포호텔,아침식사는  한식이 좋았습니다
17340,70185,2020-12-01,강원도,세인트존스 경포호텔,뷰가 너무 좋았어요.
17341,70186,2020-12-01,강원도,세인트존스 경포호텔,뷰는 나쁘지않음
17342,70187,2020-12-01,강원도,세인트존스 경포호텔,"펫룸 예약했어요. 안내데스크 남자 직원분이 체크인,아웃 다해주셨는데 친절하셔서 기분좋게 지내고왔습니다. 룸상태도 좋았구요. 주변에도 강아지동반 할수있는곳 많아서 매우 만족입니다."
17343,70188,2020-12-01,강원도,세인트존스 경포호텔,"오션뷰가 한 눈에 들어와 좋았으며, 부킹시 요청했던 사항ㅇ을 반영하여  방배정을 받아 좋았습니다. 넓은 주차공간과 호텔 내 식당과 편의점, 카페, 베이커리 등이 존재하여 편하게 이용가능한 것에 만족합니다."
17344,70189,2020-11-01,강원도,세인트존스 경포호텔,헤어드라이기 입구가 부서져잇어서 아쉬웠어요
17345,70190,2020-11-01,강원도,세인트존스 경포호텔,위치는 좋았어요
17346,70191,2020-11-01,강원도,세인트존스 경포호텔,기대 이상으로 서비스와 시설이 좋았음
17347,70192,2020-11-01,강원도,세인트존스 경포호텔,좋았던 점이 전혀 생각나지 않아요. 국내 호텔 중 단연 최악이었습니다.
17348,70193,2020-11-01,강원도,세인트존스 경포호텔,"숙소에 거미줄 있었음, 반려동물 동반 고객과 같이 엘리베이터 타는게 나쁨"
17349,70194,2020-11-01,강원도,세인트존스 경포호텔,깔끔하고 객실 컨디션도 좋아요
17350,70195,2020-11-01,강원도,세인트존스 경포호텔,아침식사 맛있었어요
17351,70196,2020-11-01,강원도,세인트존스 경포호텔,큰 호텔이고 관리가 청결히 잘되어 좋은곳에서 쉬고있다는 느낌이 들었음
17352,70197,2020-11-01,강원도,세인트존스 경포호텔,객실에 신식이고 깨끗하며 침대가 넓음.
17353,70198,2020-11-01,강원도,세인트존스 경포호텔,"시설이 깨끗하고 현대적이며 오션뷰가 훌륭함. 반려견 투숙이 가능하고 배려 시설이 많아 강아지와 함께 올 수 있음. 룸 컨디션도 적당히 하루 자고 가기에는 무리가 없음. 라운지바의 분위기가 좋았으며 대체적으로 모든 직원분들이 친절하게 응대해주심. 근처에 편의시설이 많아 단체 관광이나 밤새 신나게 놀러오는 타입의 여행자들, 반려견 동반 여행자들에게는 알맞은 곳일 것 같음."
17354,70199,2020-11-01,강원도,세인트존스 경포호텔,위치가 특히 좋아요 편의점 가까운것도 굿
17355,70200,2020-11-01,강원도,세인트존스 경포호텔,위치 좋고 바로 앞이 바닷가라 산책하기도 좋고 카페도 많아서 좋았어요!
17356,70201,2020-11-01,강원도,세인트존스 경포호텔,"직원 친철, 청결,  기타 편의시설, 주변 먹걸이, 산책 및  해안  등이 이 호텔의 장점"
17357,70202,2020-11-01,강원도,세인트존스 경포호텔,위치만 좋음
17358,70203,2020-11-01,강원도,세인트존스 경포호텔,"바다가 잘 보임, 침대가 넓고 편안함. 직원 응대는 괜찮음. (처음 배정된 방에서 악취가 나서 방 교체 요청했고 금방 처리됨)"
17359,70204,2020-11-01,강원도,세인트존스 경포호텔,청소 상태 엉망.. 머리카락과 휴지 그대로. 수건 꺼내려고 보니 뒷쪽에 정리 안 된 수건들이 ;;;; 진짜 찝찝햇어요 방음 안되고 옆방 소리 다 들림 ㅋ 그리고 밤에 난방이 안 되더라고요? ㅎㅎ 추워 죽는 줄. 지은지 얼마 안 되는 호텔이라고 들었는데 복도 벽이나 이런 것들 상태가 꽝.... 어매니티 없는 건 알고 갔는데 정말 슬리퍼 하나도 없더라고요 ㅋ
17360,70205,2020-10-01,강원도,세인트존스 경포호텔,항상 오션뷰로 예약하는데 방문 할 때마다 뷰가 너무 좋아요ㅜㅜㅜㅜ 그리고 제가 do not disturb 해놓으니까 수건이랑 물 담아서 방문에 걸어주시는 거 너무 좋아요 항상 수건 받으러 가고 그랬는데 알아서 주시니까 훨씬 편리해요 강릉 갈 때 마다 꼭 묵는 곳인데 앞으로도 계속 갈게요!!🥰🥰
17361,70206,2020-11-01,강원도,세인트존스 경포호텔,아침식사 좋았습니다.
17362,70207,2020-11-01,강원도,세인트존스 경포호텔,진원분들의친절함
17363,70208,2020-11-01,강원도,세인트존스 경포호텔,바다앞이라좋아요
17364,70209,2020-11-01,강원도,세인트존스 경포호텔,호텔이라고 할 수도 없습니다.
17365,70210,2020-11-01,강원도,세인트존스 경포호텔,위치가 좋았어요!
17366,70211,2020-11-01,강원도,세인트존스 경포호텔,위치 하나만 좋았네요.
17367,70212,2020-10-01,강원도,세인트존스 경포호텔,위치가 좋고 앞에 해변이 있는 점이 정말 좋았던 부분임
17368,70213,2020-11-01,강원도,세인트존스 경포호텔,뷰는 좋았어요
17369,70214,2020-11-01,강원도,세인트존스 경포호텔,두번째 방문. 처음엔 부분바다전망이었는데 넘 만족스러워서 이번엔 완전 바다전망에 묵었어요. 방에서 바다 실컷 보고 일출도 보고 넘 좋았어요. 호텔 앞에 부대시설 외에 상업시설 없고 소나무숲?이라서 깔끔하고 전경이 정말 예쁨!! 해변가 깔끔해서 좋네요. 아 진짜 오션뷰 하나로도 이미 대만족이라서 10점 만점 11점 주고 싶어요 ㅋㅋㅋ 그리고 스탭분들이 진짜 친절하셔서 감사했어요. 도와주시려고 먼저 다가오시고 뭐 여쭤보면 최선을 다해 알려주심. 여튼 다들 엄청 친절하셔서 넘 좋은 기억으로 남았네요 ㅋㅋ
17370,70215,2020-11-01,강원도,세인트존스 경포호텔,시설 무난하고  직원들 친절하고  위치좋아요  근데 주차가 너무 너무너무너무 힘듭니다ㅠㅠ  자리가 없어요ㅠㅠ
17371,70216,2020-11-01,강원도,세인트존스 경포호텔,이 이용 후기는 가이드라인에 맞지 않아 공개되지 않습니다.
17372,70217,2020-11-01,강원도,세인트존스 경포호텔,위치 및 주변환경이 좋았음.
17373,70218,2020-10-01,강원도,세인트존스 경포호텔,대부분이 다 좋았습니다
17374,70219,2020-11-01,강원도,세인트존스 경포호텔,"성인 4명이 잠만 자면 됐기 때문에 각자의 침대에서 잘 잘수있었어요. 키오스크를 이용한 체크인 체크아웃도 좋았고, 이런 기계 사용에 익숙하지 않은 사람들을 위한 상시대기 직원분들도 좋았고 가성비 대비 좋았습니다. 감사합니다."
17375,70220,2020-11-01,강원도,세인트존스 경포호텔,이번엔 마운틴뷰로 했고 일출을 보진 못했지만 괜찮더라고요 간단하게 과일이나 샐러드 세척할 수 있는 곳이 있는 것도 좋았구요~ 수영장도 좋았어요 산책로와 해변도 좋았어여
17376,70221,2020-11-01,강원도,세인트존스 경포호텔,뷰가 좋았음
17377,70222,2020-11-01,강원도,세인트존스 경포호텔,"해변가 바로 앞이라 너무 좋았고, 주변에 편의시설도 잘 되어 있었습니다. 체크인과 체크아웃 모두 셀프로 할 수 있어서 편리합니다. 오션뷰가 탁 트여서 너무 좋았어요."
17378,70223,2020-10-01,강원도,세인트존스 경포호텔,"두번째 방문이었는데  경포대바로 앞이라 최상의 뷰와  산책하기에 정말 좋은 호텔입니다 워낙 대규모라 주차가 약간 어렵긴 하지만  시설, 청결도는  높은 점수를 줄만함.  다음 강릉 방문시  또 이용할 계획임."
17379,70224,2020-11-01,강원도,세인트존스 경포호텔,없다
17380,70225,2020-11-01,강원도,세인트존스 경포호텔,위치가 좋았습니다. 해변과 가깝고  주변에 많지는 않지만 상가도 있는 편이라서요.
17381,70226,2020-11-01,강원도,세인트존스 경포호텔,항상 좋아요.
17382,70227,2020-11-01,강원도,세인트존스 경포호텔,아침식사 불쾌 음식의 수분상실  기본기부족
17383,70228,2020-11-01,강원도,세인트존스 경포호텔,반려 문화가 증가 추세인데 규칙만 잘지키면 모든시설 이용할수있고 오크욕조및 정수기 애견용드라이도 무료 대여해주셔서 백사장에서 뛰어논후 깨끗하게 목욕도 시키고 매우 좋았습니다. 앞으로도 강원도 여행을 갈때는 꼭 이용할거예요
17384,70229,2020-10-01,강원도,세인트존스 경포호텔,일회용칫솔과 슬리퍼는 제공되지 않습니다. 코로나시국에 샴푸와 린스 및 세면도구들은 다회용으로 비치되어있으니 개인용품을 반드시 챙겨가시도록 하십시오. 코로나로 인해 개인의 위생이 중요시 되는 이 시국에 세인트존스는 플라스틱캠페인으로 세면도구를 다회용으로 제공하니 참고하시길 바랍니다.
17385,70230,2020-11-01,강원도,세인트존스 경포호텔,수압....? 해변 접근성
17386,70231,2020-10-01,강원도,세인트존스 경포호텔,위치가 좋았고 시설도 비교적 깨끗하고 뷰도 나쁘지 않고 편의시설이 가까이 있었어요
17387,70232,2020-10-01,강원도,세인트존스 경포호텔,바다 바로 앞이고 시설 깔끔해요
17388,70233,2020-11-01,강원도,세인트존스 경포호텔,위치와 청결함 바다가 보이는 하프 오션뷰가 좋았음. 셀프체크인과 체크아웃이 잘되는 것도 좋았음
17389,70234,2020-10-01,강원도,세인트존스 경포호텔,경포해변이 가까워서 좋아요
17390,70235,2020-10-01,강원도,세인트존스 경포호텔,위치가 좋았습니다.
17391,70236,2020-10-01,강원도,세인트존스 경포호텔,호텔의 위치
17392,70237,2020-10-01,강원도,세인트존스 경포호텔,청결뺀 모든것이 만족스러웠어요
17393,70238,2020-10-01,강원도,세인트존스 경포호텔,"디럭스 더블룸 오션뷰 예약했는데요~ 오션뷰가 정말 너무 좋았어요. 호텔내부도 쾌적하니 잘 쉬다 온 것 같습니다. 도보로 편의시설이 좋아 멀리 안나가도 되는점이 가장 큰 장점이었어요. 호탤내에 편의점,밀탑,오빠닭,피자에땅 이있어 편리하게 이용했어요. 그리고 주말 체크인할때 오래걸린다고 하셨는데 토요일 오후4시 체크인할때 셀프체크인으로 20분 정도로 쉽게했어요. 도움주시는분들 때문에 금방 한것 같아요. 또 가고싶어요!!"
17394,70239,2020-10-01,강원도,세인트존스 경포호텔,반려견 동반 가능한 점
17395,70240,2020-10-01,강원도,세인트존스 경포호텔,아쉬운것 빼고 진짜다좋아요 건물1층에다있어서편리
17396,70241,2020-10-01,강원도,세인트존스 경포호텔,일단 바다뷰가 보이는 방이라 1박이지만 해돋이를 볼수 있는 기회를 갖게 되어 너무 뿌듯했다 그리고 처음으로 울집 반려견 누리와의 첫 동반 호텔여행은 대만족이다 주변 카페와 저녁식사에도 동반해서 갈수 있어서 너무 좋았다 1박2일이 이지만 2박 3일인냥 누릴 좋은시간을 보내고 온 알찬 여행이었다 마지막으로 3인용 바이크 대여해서 울 세가족과 누리가 함께 해변을 따라 도로를 달린것도 참 행복한 시간이었다
17397,70242,2020-10-01,강원도,세인트존스 경포호텔,"침대가드,아기욕조,유아용 변기커버 대여가능"
17398,70243,2020-10-01,강원도,세인트존스 경포호텔,바다와 가깝고 주변 시설들이 많아서 좋았어요
17399,70244,2020-10-01,강원도,세인트존스 경포호텔,눈으로 보이는 실내 공간이 군더더기 없이 깔끔한 느낌 .  위치가 좋은 점  일회용품을 줄이기 위해 기본 제공되는 샴푸 등이 다회용인 점.
17400,70245,2020-10-01,강원도,세인트존스 경포호텔,아침에 비라본 바닷가에  풍경과  일몰이  ᆢ
17401,70246,2020-10-01,강원도,세인트존스 경포호텔,침구편함
17402,70247,2020-10-01,강원도,세인트존스 경포호텔,위치굿 아침 미지근하나 맛은 괜찮
17403,70248,2020-10-01,강원도,세인트존스 경포호텔,넓은 침대 오션뷰
17404,70249,2020-10-01,강원도,세인트존스 경포호텔,조식이 매우 훌륭했습니다. 서비스가 좋았습니다.
17405,70250,2020-10-01,강원도,세인트존스 경포호텔,뷰가 너무 좋았다 ᆢ
17406,70251,2020-10-01,강원도,세인트존스 경포호텔,침구가 편안하고 좋았어요. 위치도 좋아서 바다랑 송림을 즐길수 있고 경포대쪽도 가까워서 걸어다니기 좋았습니다.
17407,70252,2020-10-01,강원도,세인트존스 경포호텔,우선 일회용품 줄이는 운동에 함께하는 점이 좋았습니다! 객실도 깨끗하고 아늑했어요! 뷰도 촤고였습니다! 다음에 또 오고싶어요
17408,70253,2020-09-01,강원도,세인트존스 경포호텔,수영장가격 성수기때 보다 왜 올랐지.. 처음 체크인할때 기계에서는 3.5였는데 나중에 하려고 스킵하고 카운터가서 할라니까 전산오류라고 4로 올랐다고 말씀하셨어요~
17409,70254,2020-10-01,강원도,세인트존스 경포호텔,반려동물과 함께 할 수 있는 시스템이라 그 점은 매우 만족합니다.
17410,70255,2020-10-01,강원도,세인트존스 경포호텔,숙박때 마다 항상 기분 좋아요. 또 갈꺼예요.
17411,70256,2020-10-01,강원도,세인트존스 경포호텔,"깔끔, 편의시설 및 먹거리 충분, 오션뷰 강추~"
17412,70257,2020-10-01,강원도,세인트존스 경포호텔,우선 방에서 보는 경치가 너무 좋았고 강아지를 위한 서비스와 시설이 너무 잘되어있어서 편안하게 지낼 수 있었습니다. 직원분들도 친절하셨어요. 재방문 의사 100% 입니다.
17413,70258,2020-10-01,강원도,세인트존스 경포호텔,위치와 주변 모든것들이 강릉을 즐기기에 아주 좋았어요
17414,70259,2020-10-01,강원도,세인트존스 경포호텔,침구.욕실.전망.다 좋앗어요~
17415,70260,2020-10-01,강원도,세인트존스 경포호텔,친절하고 깔끔합니당 :)
17416,70261,2020-10-01,강원도,세인트존스 경포호텔,침대베드     한쪽으로  기울어져있어   ..취침시 너무 힘들었어요
17417,70262,2020-10-01,강원도,세인트존스 경포호텔,가성비 기대이상입니다  안좋은평이 있어서 기대없이 방문했는데  주변 위락시설도좋고 룸컨디션도 기대이상이었어요  다만 휴일이라 사람이 엄청몰려서 코로나예방으로 열체크같은부분이 제대로 되지않은거같아 걱정이되었어요
17418,70263,2020-10-01,강원도,세인트존스 경포호텔,청결하고 친절합니다
