,index,date,region,hotel,review_positive
25918,105031,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,직원분들이 매우 친절하고 세심하게 신경써주는 모습이 인상적이었습니다. 침구류도 청결하고 편안해서 잘 잤구요.
25919,105032,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"갑자기 몰렸던 Check-In,Check-Out Front Desk 에서도 기다리는 게 불편함이 없도록 짐보관/Front Desk 안내/Detail 내용등을 모두 잘 전달 해주셨으며, 직원 분들의 미소 태도 행동 모든 면들이 정말 좋았습니다."
25920,105033,2021-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"조식은 LL 층 클럽라운지에서 먹었어요 메뉴 종류는 많지 않아서 아쉬웠고, 코로나라 그런지 계란 요리같은것들 직접 만들어주지 않으셔서 아쉬웠어요 그래도 대체로 깔끔하고 먹을만했어요~! 음료수라던가 요거트 등 다양하게 있어서 좋았어요. 그래도 남산하얏트 강전망 야경은 최고예요 주변에 남산공원이 잘 조성되어 있어서 산책하기도 넘 좋고요."
25921,105034,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"직원들 친절하고, 위치도 좋고.. 결혼기념일 10주년 방문으로서 매우 흡족함"
25922,105035,2021-04-01,서울,그랜드 인터컨티넨탈 서울 파르나스,와인잔이나 커틀러리 차지 아쉬워요ㅠㅠ
25923,105036,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,조식도 맛있고 전망 정말 좋았어요
25924,105037,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,아침식사는 종류도 많고 맛있는 반찬들도 많았었습니다. 경치도 좋고 야경도 뛰어나서 한강뷰를 바라보면서 즐거운 추억을 많이 쌓을 수 있었습니다.
25925,105038,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,위치도 좋고 직원분들도 아주 친절하시고 편안히 푹쉬었습니다 침대도 정말푹신하구요:)
25926,105039,2021-04-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"굉장히 만족, 맛있음"
25927,105040,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,너무 맛있었다
25928,105041,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,룸 깔끔 조식 맛있고 수영장도 생각보다 넓었어요  아기침대와 유모차도 대여해주시고 무엇보다 직원분들이 너무 친절하셨어요 잘 놀다왔습니당
25929,105042,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,1. 직원분들 정말 친절하세요!!! 2. 뷰 좋아요:D
25930,105043,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,서울 한강 뷰가 너무 멋졌습니다. 리모컨 자동식 커튼도 좋고요. 수영장 테라스 등 산책로도 좋았습니다.
25931,105044,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,체크인 했을때 부터 직원분이 너무너무 친절하셔서 기분좋게 숙박할 수 있었습니다.
25932,105045,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,다 좋았는데 특히 좋았던 건 객실 내가 너무 건조하거나 습하지 않고 쾌적했던 것입니다. 그래서 꿀잠 잤네요.
25933,105046,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,아침식사가 좋았어요~ 한식메뉴에 고기종류가 있으면 좋겠어요!직원님들의 친절함이 좋았어요~
25934,105047,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,저층 중에서도 뷰가 좋은 곳으로 배정 받아서 룸 분위기가 좋았습니다. 룸도 깔끔했구요. 직원분들도 친절하게 응대해주셨습니다. 갤러리 카페에서 금요일 밤에 즐기는 와인과 타파스는 정말 좋았습니다. 재즈 공연과 조명 뷰등 분위기가 너무 좋았어요. 조식은 룸서비스로 아메리칸 조찬을 시켜 먹었습니다. 구성이 꽤 푸짐해서 아침부터 든든하게 먹었을 수 있었습니다.  멋진 뷰와 함께라서 더욱 좋았습니다!
25935,105048,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,한강뷰 맘에 들었습니다.
25936,105049,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,직원분들이 친절하세요. 항상 편안해서 해마다 2-3회 이용하게 됩니다~
25937,105050,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,직원들은 친절한데 청소하시는 분들 표정이 어두워서 좀...=.= 그리고 아침에 조식하러 가서 테이블간의 거리가 좀 좁아서 불쾌했었네요 남산뷰였는데 야경은 기대하지 마시고 나머지는 좋았어요.
25938,105051,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,전체적인 분위기가 우드톤에 향기도 좋았어요~ 체크인 서비스도 만족스러웠고요~ 특히 룸이 생각보다 넓고 뷰가 멋졌어요~ 조식은 종류도 다양하고 퀄리티도 꽤 높아서 만족스러웠어요~
25939,105052,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,조심 음식이 다양한데 다 맛잇어서 좋았어요
25940,105053,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,경치와 직원들의 친절함은 마음에 들었음
25941,105054,2021-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,분위기 좋고 깨끗한 객실. 특히나 뷰는 역시 좋았다. 가격이 있지만 그 정도 값을 하는 곳.
25942,105055,2021-04-01,서울,그랜드 인터컨티넨탈 서울 파르나스,직원분들이 모두 친절하세요
25943,105056,2021-04-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"조식(샐러드 너무 좋았어요) 맛있었습니다! 특히 서비스가 너무 친절하시네요^^ 모든 곳에 계신 근무자 분들(로비, 피트니스, 식당 등)께서 너무 친절하셔서 투숙하는 내내 아주 감사했습니다."
25944,105057,2021-04-01,서울,그랜드 인터컨티넨탈 서울 파르나스,제가 이전에 예약드리면서 요청드린대로 뷰가 좋은곳을 해주셔서 저도 감사에 마음을 전하고싶습니다.
25945,105058,2021-04-01,서울,그랜드 인터컨티넨탈 서울 파르나스,친절. 깨끗.
25946,105059,2021-04-01,서울,그랜드 인터컨티넨탈 서울 파르나스,에브리띵
25947,105060,2021-03-01,서울,그랜드 인터컨티넨탈 서울 파르나스,1. 일단 위치가 참 좋았네요 2. 깨끗한 실내가 마음에 들었어요 3. 코로나로 룸서비스를 시켰는데 음식도 맛있었습니다. 4. 친절한 로비 직원분들 5. 만삭 와이프랑 같이가서 추가로 베게요청한것도 잘 시행됨
25948,105061,2021-03-01,서울,그랜드 인터컨티넨탈 서울 파르나스,수영장과 테니스장이 좋았습니다.
25949,105062,2021-03-01,서울,그랜드 인터컨티넨탈 서울 파르나스,긴 대기 시간이었지만 직원분들의 친절인 최고였어요. 체크인 대기시간이 길어서 레이트 체크아웃 기능하게 배려해주셨어요.
25950,105063,2021-03-01,서울,그랜드 인터컨티넨탈 서울 파르나스,시설이 깨끗하고 뷰가 좋았네요
25951,105064,2021-02-01,서울,그랜드 인터컨티넨탈 서울 파르나스,뷰가 너무 좋고 위치도 좋고 객실도 너무 좋았어요
25952,105065,2021-03-01,서울,그랜드 인터컨티넨탈 서울 파르나스,뷰가 너무 좋았고 편안히 쉬었습니다
25953,105066,2021-03-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"산책하고 주변 식사 및 구경하기에 좋은 위치 인 것 같습니다.  위치적으로는 흠이 전혀 없는 호텔이며, 고급스러운 분위기가 인상 깊었습니다."
25954,105067,2021-03-01,서울,그랜드 인터컨티넨탈 서울 파르나스,조명과 인테리어 내부 자재가 상상 이상으로 훌륭함.  교육이 잘 된 직원들의 세심한 응대.  도시전망을 예약하면 서울야경과 한강뷰를 마음껏 보며 몸과 마음을 녹일 수 있음.  욕실에서 샤워하면서 한강뷰를 감상할 수 있음.
25955,105068,2021-02-01,서울,그랜드 인터컨티넨탈 서울 파르나스,깨끗해서좋았어요
25956,105069,2021-02-01,서울,그랜드 인터컨티넨탈 서울 파르나스,한강뷰가 너무 좋았고 객실 크기나 침대 등 시설들이 너무 좋았습니다 캡슐커피도 맛있었고 객실 서비스 또한 비싼 호텔은 다르구나 생각했습니다
25957,105070,2021-02-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"서비스도 친절하고, 숙소도 편안했습니다."
25958,105071,2021-02-01,서울,그랜드 인터컨티넨탈 서울 파르나스,12시 체크아웃으로 연장 서비스
25959,105072,2021-01-01,서울,그랜드 인터컨티넨탈 서울 파르나스,좋은 층의 한강 전망 뷰에 배정해 주셔서 머무는 내내 너무 좋았습니다. 룸 크기가 큰 건 아니지만 야경 하나로 모든걸 커버합니다.. 침구도 푹신하니 좋았고요. 룸컨디션도 매우 양호했습니다. 기념일이어서 방문했는데 불편함 없이 좋은 시간 보냈습니다:)
25960,105073,2021-01-01,서울,그랜드 인터컨티넨탈 서울 파르나스,좋았습니다
25961,105074,2021-01-01,서울,그랜드 인터컨티넨탈 서울 파르나스,근사하고 좋았어요
25962,105075,2021-01-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"코너 킹룸으로 예약을 했는데 전망은 남산타워가 보이는 산뷰였다. 남산이랑 한남동이 내려다 보이는데 눈까지 예쁘게  내려줘서 인생뷰를 볼 수 있었다. 방 컨디션은 물론 깨끗했고 욕실도 잘 관리되어왔음을 알 수 있었다. 방 온도를 춥지 않게 맞춰놓기 위해 미리 온도가 맞춰져 있었던 것도 인상적이었다. 친구랑 셋이 갔는데 쇼파베드를 미리 침대로 세팅해 놓았고, 그 쇼파베드에 누우면 바로 남산타워를 볼 수 있어서 무척 좋았었다."
25963,105076,2021-01-01,서울,그랜드 인터컨티넨탈 서울 파르나스,숙박을 하는데도 파킹료를 따로 지불해야하는점이 아쉬웠습니다.
25964,105077,2020-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"눈 오는 남산뷰, 푹신한 침대와 이불."
25965,105078,2020-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,조식이 맛있었고 조명이 너무 예쁘게 있어서 만족스러웠다.
25966,105079,2020-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,분위기도 좋고 조식도 좋았습니다.
25967,105080,2020-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"리버뷰로 투숙했습니다 :D 방의 경치가 너무 좋아서 아침에 햇살 가득 담아 보낼 수 있어서 너무 좋았습니다. 작은 이벤트 때문에 별도로 요청드렸던 사항에 대해서도, 낯설 수 있음에도 빠르게 대처해주셔서 좋았습니다."
25968,105081,2020-12-01,서울,그랜드 인터컨티넨탈 서울 파르나스,엘리베이터 수가 객실수에 비해 너무 적어서 몇번을 내려보내고 기다렸네요
25969,105082,2020-11-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"가을의 하얏트는 남산뷰가 진리. 서울 시내 호텔 중 이만한 경관을 보유한 호텔이 몇 되지 않을 듯. 아침식사 메뉴 구성과 각각의 퀄리티가 매우 좋았음. 한남동과 한남동을 바라보면서 식사하는 것도 좋은 경험이었고, 무엇보다 직원분의 아이를 동반한 가족에 대한 배려에서 5성급 호텔의 클라스가 느껴졌음."
25970,105083,2020-11-01,서울,그랜드 인터컨티넨탈 서울 파르나스,맛있는 조식  조용한 룸
25971,105084,2020-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,침대가 푹신하고커서 좋았고 통유리창이 깨끗하게 청소되어있어서 뷰를 구경하기에 좋았어요
25972,105085,2020-11-01,서울,그랜드 인터컨티넨탈 서울 파르나스,조식은 맛이 평범했어요.
25973,105086,2020-11-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"아침식사 생각보다 맛있었고 메뉴 구성도 좋았습니다. 룸 컨디션도 청결해서 만족스러웠고, 남산뷰였는데 생각했던 것보다 괜찮았습니다. 로비츠에서 이용했던 카페 디저트도 맛있어서 만족합니다."
25974,105087,2020-11-01,서울,그랜드 인터컨티넨탈 서울 파르나스,대체로 좋았어요
25975,105088,2020-11-01,서울,그랜드 인터컨티넨탈 서울 파르나스,가장 운치있는 곳에 입지
25976,105089,2020-11-01,서울,그랜드 인터컨티넨탈 서울 파르나스,조식 강추
25977,105090,2020-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,한강뷰가예뻤어요
25978,105091,2020-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,식사가 너무 맛있고 아침부터 과식을...
25979,105092,2020-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,직원들이 친절해서 좋았습니다!
25980,105093,2020-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,서비스가 해외에 있는 5성급 호텔이랑 차원이 다르네요..확실히 고객응대가 너무 만족스러워요 첫 로비에서부터 해외에 온듯한 향이 물씬나고 엄마랑 호캉스로 간거라 뷰가 중요했는데 룸 뷰가 정말 만족스러웠어요! 아쉬운건 시국탓에 뷔페조식을 못먹고와서 아쉽네요ㅠㅠ
25981,105094,2020-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,깨끗하고 좋았습니다.
25982,105095,2020-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,접근성도 좋고 한강뷰도 좋았습니다. 테니스장도 이용했는데 시설도 좋고 즐거운 시간을 보내고 왔습니다. 코로나로 인해 bar는 닫혀 있어 이용하지 못해 아쉬웠습니다. 룸서비스도 이용했는데 매우 친절했습니다.
25983,105096,2020-09-01,서울,그랜드 인터컨티넨탈 서울 파르나스,더테라스에서 좋은뷰를 보며 먹을수있어서 좋았습니다
25984,105097,2020-09-01,서울,그랜드 인터컨티넨탈 서울 파르나스,코로나로 조식 뷔페를 이용하지 못한 건 아쉬웠지만 한상 차림으로 받은 식사는 충분히 맛있고 넉넉했어요. 전망이 너무 탁 트여 있어 만족스러웠어요.
25985,105098,2020-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"위치, 식사 다 좋았습니다"
25986,105099,2020-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,위치는 이태원역과 가까워서 좋았으나 걸어가기에는 언덕이 많아서 조금 힘들었습니다 서비스도 괜찮았고 수영장과 헬스장이 맘에 들었습니다 수영장 물이 조금만 미지근했다면 더 좋았을 것 같아요~~
25987,105100,2020-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,깨끗 친절
25988,105101,2020-10-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"야경이 좋았고, 수영장 시설이 좋아요"
25989,105102,2020-09-01,서울,그랜드 인터컨티넨탈 서울 파르나스,주차요금
25990,105103,2020-09-01,서울,그랜드 인터컨티넨탈 서울 파르나스,객실 컵에 립스틱 자국이 남아있었음
25991,105104,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,위치도 좋았고 깔끔하고 뷰가 너무 좋았습니다. 특히 수영장이 깔끔하고 좋았던거 같아요
25992,105105,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,뷰도 좋고 3명이였는데 알아서 다 준비해주신게 감동적이였어요
25993,105106,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,View 와 수영장은 이 호텔의 최장점
25994,105107,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,직원들이 매우 친절하다.
25995,105108,2020-07-01,서울,그랜드 인터컨티넨탈 서울 파르나스,오래되었지만 깨끗하고. 고급스러움
25996,105109,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,체크인시간이 3시였지만 2시에 체크인을 할 수 있었고 직원분들이 다들 친절하셔서 좋았습니다. 그리고 남산뷰로 배정을 받았는데 뷰가 너무 이뻐서 만족 했던 것같아요! 익스프레스 체크아웃도 좋았습니다.
25997,105110,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,체크인 도와주신 직원분이 매우 친절했습니다. 남산타워뷰로 예약했는데 뷰도 만족했어요 다른 시설은 이용하지않아서 뭐라 말하기 어렵지만 숙소 자체는 괜찮았습니다 큰 테이블이 있어서 배달 시켜먹기에도 좋았습니다
25998,105111,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,넓은 수영장이 맘에 들었어요.
25999,105112,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,코로나로 인해 조식이 골라먹을 수 없었다는게 약간 안타까웠지만 그래도 필요한 음식을 가져다 주셔서 감사했습니다~ 해외에 온 것 같은 수영장과 썬베드가 너무나도 좋았습니다 다음번에도 또 이용할 예정입니다~ 직원분들 코로나로 인해 힘드셨을텐데도 웃으면서 친절히 응대하는 모습이 기억에 남네요~
26000,105113,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,직원분들의 상냥한 태도와 친절한 미소가 좋았음
26001,105114,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,위치
26002,105115,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,다들 친절 했어요 음식도 맛있구요
26003,105116,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,직원이 친절함 엘르베이터로 수영장 바로 연결 침구가폭신함 뷰가 아주 좋음
26004,105117,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,전경과 룸서비스
26005,105118,2020-07-01,서울,그랜드 인터컨티넨탈 서울 파르나스,수영장이 좋았어요
26006,105119,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,조식가격이 조금 비싼거 말고 재미있게 보냈습니다.
26007,105120,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,개별결제해서 먹기는 넘 비싸지만 조식포함으로 예약하면 종류도 다양하고 가성비 괜츈한듯합니다.  주말에는 요리사분이 잘라주고 그런것 없던데.. 평일에는 있더라고요. 서비스는 들쭉날쭉한 느낌입니다.
26008,105121,2020-08-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"직원들이 친절했고, 입구의 향이 굉장히 좋았습니다. 잊혀지지 않을만큼 인상적이었고 기억하고 싶은 향이었습니다."
26009,105122,2020-07-01,서울,그랜드 인터컨티넨탈 서울 파르나스,객실의 쾌적함이 좋았다.
26010,105123,2020-07-01,서울,그랜드 인터컨티넨탈 서울 파르나스,생각보다 사람이 많아서 놀람. 종류도 다양하고 음료 리필도 자유롭게 되서 부담없이 먹을 수 있어서 매우 만족. 특히 빵 종류가 맛있었음ㅎㅎ 직원들도 매우 친절! 조금 흐려서 아쉬웠지만 창이 크게 뚫려있어서 만족
26011,105124,2020-07-01,서울,그랜드 인터컨티넨탈 서울 파르나스,위치 좋았고 조식은 안먹어봤어요
26012,105125,2020-07-01,서울,그랜드 인터컨티넨탈 서울 파르나스,위치도 좋고 베딩이 너무 좋았어요 뷰도 좋구요 수영장 애들 졸기도 좋았어요
26013,105126,2020-07-01,서울,그랜드 인터컨티넨탈 서울 파르나스,뷰도좋고 수영장도좋았습니다
26014,105127,2020-07-01,서울,그랜드 인터컨티넨탈 서울 파르나스,서울에 있는데 휴양 온 느낌이 나는 위치와 뷰가 좋았음 수영장과 한강뷰만으로도 호캉스로서 대체적으로 만족스러웠음
26015,105128,2020-07-01,서울,그랜드 인터컨티넨탈 서울 파르나스,로비 전망이 좋아요.
26016,105129,2020-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,뷰가 좋아요
26017,105130,2020-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"테라스에서의 아침조식은 분위기,맛 모두 만족하고 좋았습니다. 그리고 도시의 모습이 한 눈에 내려다보이는 뷰는 눈이 시원하고 즐거웠습니다."
26018,105131,2020-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,남산전경이 좋았어요
26019,105132,2020-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,직원분들이 모두 친절했고요. 수영장도 넖고 썬베드도 많고 좋았어요. 전망도 서울 호텔 중 최고인것 같아요. 아이들하고 머물기에도 너무 좋았습니다.풀사이드 바베큐도 별도로 예약해서 이용했었는데 분위기도 너무 좋고 맛있었어요!
26020,105133,2020-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,서울에서 호캉스를 즐기기에 좋은 위치였고 코너룸 이용했는데 남산뷰 정말 최고였어요!! 직원들이 친절하고 요청사항을 대부분 반영해주셔서 만족스러웠습니다
26021,105134,2020-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,금요일 낮이었는데도 좀 막혔어요 위치상 어쩔 수 없는...
26022,105135,2020-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,한강뷰
26023,105136,2020-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,뷰도 너무 좋고 직원들도 친절하시며 수영장이 너무 깨끗하고 좋네요
26024,105137,2020-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,좋았음.
26025,105138,2020-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,전망이 끝내줘요 수영장도 좋구요
26026,105139,2020-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,ㅎ
26027,105140,2020-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,조식최고에요
26028,105141,2020-06-01,서울,그랜드 인터컨티넨탈 서울 파르나스,전망이 넘 좋았습니다. 리뉴얼해서 방구성도 좋습니다
26029,105142,2020-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,체크인 할 때 직원은 친절했음
26030,105143,2020-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,아늑했어요
26031,105144,2020-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,"조식 '테라스' 훌륭함, 직원 친절도 훌륭함, 리버뷰 전망 및 지리적 호텔 위치 훌륭함, 룸서비스 서울 내 5성급 호텔 중 가성비 훌륭함"
26032,105145,2020-05-01,서울,그랜드 인터컨티넨탈 서울 파르나스,서울 야경 정말 최고... 리버뷰로 하시길
26033,105146,2020-04-01,서울,그랜드 인터컨티넨탈 서울 파르나스,남산 자락에서 바라보는 서울의 전망이 인상적이었습니다!  리뉴얼 후 방문해서인지 더 청결하고 깔끔했습니다.  직원분들도 친절하였고 바로 옆이 경리단길이라 산책하기도 좋았습니다~ 최고예요!
26034,105147,2020-04-01,서울,그랜드 인터컨티넨탈 서울 파르나스,전망이 서울 최고
